Filename,Caption
there_is_story_about_the__purple_bubble___It_locat.png,a person holding a camera in front of a mirror .
there_is_the_place_in_the_woods_off_of_a_remote_ro.png,a large building with a clock on it .
There_is_to_be_a_house_that_is_haunted_there_that.png,a black and white photo of a building with a clock tower .
there_once_was_a_house_across_from_the_papaer_mill.png,a black and white photo of a barn with a house in the background .
there_people_have_seen_a_dark_and_eerie_shadow_of.png,a man standing next to a fire hydrant .
There_seems_to_be_quite_a_few_rather_friendly_spir.png,a living room filled with furniture and a fire place .
There_s_4_ghosts_here_that_roam_this_road__One_is.png,a black and white photo of a man riding a horse
there_s_a_whole_section_of_northampton_where_the_r.png,a black and white photo of a building with a clock tower .
There_s_been_stories_of_hearing_screams_and_strang.png,a building with a clock on the side of it .
there_s_was_a_white_little_girl_with_green_eyes_th.png,a woman holding a cell phone in her hand .
There_was_an_Gutcaste__depressed_teenager_who_had.png,a black and white photo of a man and a woman
There_was_an_orphanage_that_burned_down_with_all_t.png,a black and white photo of a group of sheep
There_was_a_13_year_old_boy_who_is_seen_late_at_ni.png,a living room with a couch and a tv
There_was_a_custodian_who_was_killed_there_and_hau.png,a black and white photo of a park bench
there_was_a_haunted_trailer_that_3_people_lived_in.png,a house that has a bunch of plants in it
There_was_a_home_that_every_one_called_it_the_Psyc.png,a group of people standing next to a fire hydrant .
There_was_a_man_named_Nick_Bradon_that_lived_and_b.png,a black and white photo of a barn and a house
There_was_a_man_that_was_burn_to_death_in_the_base.png,a view of a train on a train track .
there_was_a_man_who_died_in_the_projection_booth_f.png,a woman sitting in a chair in front of a window .
There_was_a_suicide_each_year_for_the_first_seven.png,a building with a clock on the front of it
There_was_a_train_wreck_many_years_back_and_a_Lady.png,a black and white photo of a train
There_was_a_young_boy_in_the_1970_s_who_was_fishin.png,a person riding a skate board on a ledge
There_was_sightings_in_the_early_70s_of_a_headless.png,a black and white photo of a man on a bicycle .
there_were_ghosts_of_old_students_from_the_fifties.png,a black and white photo of a man and a woman
Theta_Chi_Fraternity_House___The_house_is_a_old_ma.png,a red brick building with a clock on it .
Theta_Chi_Fraternity_House___The_story_goes_that_a.png,a red fire hydrant sitting in front of a building .
They_say_that_if_you_go_to_the_end_of_Shoefelt_roa.png,a man standing in a field holding a frisbee .
The_4th__5th__and_6th_grade_doors_open__Things_get.png,a refrigerator and a door in a room .
the_actually_college_dates_back_long_before_Baker.png,a kitchen with a sink and a refrigerator
The_apartments_are_very_close_to_Ferris_State_Univ.png,a red fire hydrant sitting on the side of a road .
The_apparition_of_Lesalles_Griffon_is_supposed_to.png,a large white bird flying over a body of water .
the_auditorium_is_haunted_by_the_old_drama_teacher.png,a man standing in front of a bathroom mirror .
the_auditorium_used_to_be_where_they_held_the_coff.png,a large building with a clock on the top of it .
The_bar_was_built_in_1932_where_it_is_said_that_a.png,a living room with a couch and a table
The_basement_of_one_of_the_dorms___holds_the_stuff.png,a black and white photo of a man in a bathroom
The_basement_of_Reeder_Hall__which_currently_house.png,a black and white photo of a person standing in a room
The_basement_of_the_club_is_the_original_basement.png,a black and white photo of a room with a window
The_Basement_of__old_Main__is_said_to_be_haunted_b.png,a black and white photo of a fire hydrant .
The_Bathrooms_in_the_lower_hall_of_the_school_seem.png,a bathroom with a toilet and a sink
The_Battle_of_Grant_s_Hill_was_fought_at_this_loca.png,a group of people sitting in a living room .
The_body_of_Gen__Anthony_Wayne_was_boiled_here_in.png,a black and white photo of a person on a laptop .
The_boiler_room_is_a_very_active_place_in_this_loc.png,a group of people standing on a sidewalk with luggage .
The_bond_street_family_cemetery_is_across_the_road.png,a black and white photo of a city street .
The_building_is_about_100_years_old_and_when_it_is.png,a black and white photo of a bathroom .
The_building_is_quite_old_and_is_a_two_building_ho.png,a building with a clock on the front of it
The_building_that_now_houses_workers_of_a_local_24.png,a black and white photo of a building with a clock tower .
The_building_that_once_was_Technical_High_School_h.png,a large building with a clock on it
The_building_was_built_in_the_1700_s_and_is_on_his.png,a black and white photo of a brick building
The_bungalow_is_an_old_house_of_Thomas_ford__There.png,a house that has a house in the background .
The_camp_used_to_be_an_old_tuberculosis_Hospital_a.png,a black and white photo of a city street
The_Canonsburg_Subway_was_said_to_have_been_built.png,a black and white photo of a kitchen
The_Cary_House_was_a_mansion_in_the_civil_war__The.png,a red brick building with a red fire hydrant .
The_cemetery_behind_Burns_Hall_is_said_to_be_haunt.png,a group of people standing in front of a fence .
The_cemetery_is_now_closed__but_even_in_the_daytim.png,a white toilet sitting next to a lush green field .
The_Chapel___In_the_chapel__the_spirit_of_a_priest.png,a living room filled with furniture and a fire place .
The_Children_of_Good_Serpent_Orphanage__During__.png,a group of people standing next to each other .
The_Church___Located_in_Sewickley_Township__PA_off.png,a clock tower in the middle of a field .
The_cleaners_have_claimed_at_nighttime_to_have_fel.png,a black and white photo of a living room
The_college_is_very_old__dating_back_to_the_1700_s.png,a black and white photo of a living room .
The_college_s_central_administration_building__Old.png,a clock tower in the middle of a city .
The_Courthouse_Square_office_building_is_built_on.png,a building with a clock on the top of it .
The_covered_bridge_is_haunted_by_the_ghost_of_a_wo.png,a view of a mountain from a window .
The_Crosby_Mansion_has_only_been_seen_by_a_few_peo.png,a building with a clock on the top of it .
The_dam_is_haunted_by_the_ghost_of_a_boy_who_drown.png,a large body of water with lots of trees .
The_Darr_Mine_was_the_site_of_a_one_of_the_worst_M.png,a black and white photo of a building with a clock tower .
The_dorms_are_haunted_by_a_ghost_that_hung_himself.png,a bathroom with a toilet and a shower
The_electronics_stockroom_is_rumored_to_be_haunted.png,a train station with a train on the tracks .
The_elevator_is_believed_to_be_haunted__The_6th_fl.png,a room that has a large window in it
The_Ellis_Bolles_Cemetery_People_can_be_seen_hangi.png,a couple of giraffes are standing in a field
The_Erie_cemetery_is_said_to_be_haunted__There_are.png,a large church with a clock on it 's face .
The_fire_station_was_discovered_to_have_been_built.png,a black and white photo of a building with a clock tower .
The_first_floor_was_originally_a_French_outpost_in.png,a black and white photo of a building with a clock
The_first_selectman_of_the_town_pushed_his_daughte.png,a black and white photo of a bathroom
The_former_location_of_the_Vallejo_Canteen__A_popu.png,a black and white photo of a building with a clock .
The_former_mansion__circa_1875__of_chair_manufactu.png,a black and white photo of a building with a clock tower .
The_Forrest_Roberts_Theatre____is_inhabited_by_an.png,a black and white photo of a man in a suit
The_foundation_of_the_house_is_still_there__They_s.png,a red and white fire hydrant sitting in a field .
The_founder_of_Fairhaven__Henry_Huttleston_Rogers_.png,a woman standing in front of a building holding a cell phone .
The_furnaces_used_to_be_an_old_steel_mill_that_bur.png,a black and white photo of a park bench
The_ghosts_of_former_inhabitants_have_been_spotted.png,a group of people standing next to each other .
The_ghosts_of_many_of_the_tormented_patients_walk.png,a black and white photo of a kitchen .
The_ghosts_of_the_1897_trail_derailment__In_1897_V.png,a black and white photo of a train
The_ghost_is_reported_to_be_the_ex_king_of_Spain_l.png,a couple of people that are in a boat
The_ghost_of_and_old_man__Fred__has_been_seen_walk.png,a man standing in front of a mirror in a room .
The_ghost_of_an_old_woman_has_been_seen___heard__T.png,a black and white photo of a man in a kitchen
The_ghost_of_a_girl_has_been_seen_in_the_spotlight.png,a room with a bed and a window
the_ghost_of_a_girl_that_committed_suicide_there_h.png,a small bathroom with a sink and a mirror
the_ghost_of_a_housekeeper_still_making_her_rounds.png,a black and white photo of a woman in a bathroom
the_ghost_of_a_lady_in_white_.png,a black and white photo of a bedroom
The_ghost_of_a_man_has_been_known_to_play_tricks_o.png,a black and white photo of a wooden bench
The_ghost_of_a_man_is_seen_walking_around_the_3rd.png,a black and white photo of a person sitting on a bench
The_ghost_of_a_man__who_is_believed_to_be_a_past_c.png,a man standing in front of a mirror holding a toothbrush .
The_ghost_of_a_murdered_constable_still_patrols_th.png,a black and white photo of a train station .
The_ghost_of_a_Scottish_Highland_soldier_who_was_k.png,a black and white photo of a man and a woman .
The_ghost_of_a_WWII_soldier_is_still_trying_to_get.png,a black and white photo of a baseball player .
The_ghost_of_a_W_W_II_sailor_has_been_seen_by_witn.png,a man standing in a doorway holding a suitcase .
the_ghost_of_a_young_woman_haunts_this_building_.png,a clock tower in the middle of a city .
The_ghost_of_a_young_woman_walks_down_this_street.png,a black and white photo of a city street
The_ghost_of_Fran_Leaf_herself_will_show_sometimes.png,a man is standing in the grass with a soccer ball .
The_ghost_of_Mr__Bishop_the_school_s_namesake_is_s.png,a black and white photo of a train
The_golf_course_is_built_atop_the_former_Venango_T.png,a group of people standing on top of a lush green field .
The_Goodrich_grave_yard_is_well_kept_up_in_the_fro.png,a row of wooden park benches sitting next to each other .
The_Goss_Building____is_definitely_haunted__Staff.png,a black and white photo of a kitchen
The_graveyard_appears_to_be_haunted__Many_sighting.png,a black and white photo of a group of giraffes .
The_Green_Lantern___There_is_an_unexplainable_ligh.png,a traffic light hanging over a city street .
The_halls_of_the_school_are_haunted_by_a_16yr_old.png,a black and white photo of a train station .
The_halls_of_this_building_are_virtually_covered_b.png,a kitchen with a stove and a sink
The_haunting_is_subject_to_not_only_one_place__The.png,a black and white photo of a man on a skateboard .
The_high_school_s_auditorium_is_said_to_be_haunted.png,a black and white photo of an old building .
The_Hill_School_Chapel___The_chapel_was_built_in_l.png,a room filled with lots of wooden furniture .
The_Hippie_Tree____A_rumor_of_a_gate_to_hell_is_op.png,a black and white photo of a giraffe
the_house_is_over_a_hundred_years_old_and_used_to.png,a clock tower in the middle of a park .
The_house_on_Toad_road_is_another_house_where_year.png,an old church with a clock tower in the background .
The_Hunter_Steakhouse_in_Oceanside__California_sit.png,a car driving down a road next to a forest .
The_inn_was_originally_built_by_Mr__Coleman_for_hi.png,a black and white photo of a room with a fire place .
The_janitors_when_they_are_all_by_themselves_repor.png,a man riding a skateboard up the side of a ramp .
The_Junction_is_an_insane_asylum_in_the_Allegan_Wo.png,a group of people standing on top of a lush green field .
The_ladies_room_and_area_in_and_around_the_kitchen.png,a black and white photo of a bathroom
The_Lady_in_Black_haunts_the_second_floor_of_this.png,a clock tower in the middle of a city .
The_Lamplights_Inn_has_been_a_landmark_in_Central.png,a black and white photo of a train station .
The_legend_of_the_Bloody_Hand__For_years_there_has.png,a living room with a couch and a table
The_Legend_says_that_A_man_chopped_up_his_entire_f.png,a black and white photo of an old truck
the_library_is_haunted_by_an_elderly_man_.png,a man standing in a room with a clock .
The_Lighthouse_right_in_town__By_Anita_s_You_can_s.png,a man is standing in front of a building
The_Lilly_Room___Locked_off_room_in_bottom_of_girl.png,a black and white photo of a living room
The_Living_and_Learning_Center__Woodland_Townhouse.png,a sign that is on the side of a building .
The_local_rap_group_L3_was_being_hunted_down_by_gu.png,a black and white photo of a park bench
The_main_path_you_take_to_get_into_the_trails_is_c.png,a black and white photo of a fire hydrant
The_mansion_was_built_in_the_1920_s_by_inventor_Do.png,a black and white photo of a city street .
The_Many_years_ago_in_the_late_1960_s_a_janitor_wa.png,a group of people sitting on top of a bed .
The_man_who_used_to_live_here_hung_his_whole_famil.png,a black and white photo of a man and a dog
The_Massachusetts_Ave_Dorms___were_once_a_hotel_wh.png,a black and white photo of a city street
The_Mill_is_located_right_next_to_Hunter_s_Pond__I.png,a boat floating on a river next to a forest .
The_more_known_name_of_the_road_is_Gravity_Hill__T.png,a black and white photo of a person on a motorcycle .
The_neighborhood_that_was_demolished_to_build_the.png,a group of people on a field with a horse .
The_new_Penn_State_Harrisburg_housing_complex_is_b.png,a train traveling down tracks next to a river .
The_new_secretary_of_state_building_was_built_arou.png,a building with a clock on the top of it .
The_Northshore_Hospital_was_once_used_for_TB_patie.png,a tall building with a clock on it .
The_Norwin_Elks_used_to_be_the_old_Fletcher_s_plac.png,a black and white photo of a kitchen .
The_Nunica_Cemetery_is_a_small_cemetery_located_ea.png,a large white clock sitting on top of a lush green field .
The_nursing_home_is_said_to_be_built_over_an_old_I.png,a bathroom with a toilet and a shower .
The_oldest_Cemetery_in_the_area__Orbs_and_other_fi.png,a black and white photo of a fire hydrant
The_old_buildings_lay_on_top_of_a_high_hillside__P.png,a black and white photo of a barn and a barn
The_old_cabin_located_on_Camp_8_road_is_haunted_by.png,a black and white photo of a barn and a barn
the_old_Cornwall_family_is_said_to_still_walk_the.png,a black and white photo of a city street
The_old_El_Rey_theatre_in_Manteca_burned_down_some.png,a sign that is on the side of a building .
The_old_Mill_turned_state_park_is_home_to_many_spi.png,a house with a fence and a house in the background .
the_old_Moore_Building___A_shadow_of_a_man_climbin.png,a black and white photo of a city street .
The_old_pool__The_old_pool_was_built_above_the_ori.png,a black and white photo of a kitchen
The_old_power_plant_was_de_commissioned_as_of_2004.png,a tall building with a clock on it .
The_old_Rouge_Power_House_blew_up_in_2001_and_seve.png,a tall building with a clock on top of it .
The_old_Whitemen_Homestead_is_haunted_by_several_g.png,a living room filled with furniture and a fire place .
The_one_part_of_the_building_is_over_100_years_old.png,a black and white photo of a living room
The_only_civilian_killed_in_the_battle_of_Gettysbu.png,a black and white photo of a building with a clock tower .
The_original_owners_claimed_that_there_were_at_lea.png,a black and white photo of a city street
The_original_owner_of_the__Z__hanged_himself_in_th.png,a black and white photo of a bathroom
The_overpass_bridge_also_has_haunting_facts_from_t.png,a train traveling down tracks next to a bridge .
The_PAC_is_supposedly_haunted_by_a_ghost_those_in.png,a large clock mounted to the side of a wall .
The_Palace_Theatre_is_an_old_1920_s_era_theatre_th.png,a large wooden bench sitting in front of a window .
The_Park_at_night_can_be_a_very_scary_place__The_c.png,a statue of a man is holding a horse .
The_park_is_filled_with_drunk_bums_and_well_one_da.png,a group of people standing on the side of a road .
The_Pizza_Shop_of_Vito_s_is_said_to_be_haunted_by.png,a red and white sign on a building
The_place_is_closed_and_deserted_now__but_when_the.png,a black and white photo of a street sign
The_Playhouse_was_once_a_church___There_was_either.png,a group of men standing next to each other .
The_Pool_area_was_torn_down_this_past_summer__2002.png,a bathroom with a sink and a toilet
The_present_barn_is_a_replacement__the_original_on.png,a black and white photo of a train
The_President_s_house_on_W_J_campus_is_haunted_by.png,a red fire hydrant in front of a house .
The_railroad_on_McGovern_blvd__Is_now_haunted_by_a.png,a man walking down a sidewalk next to a building .
The_recreation_center_used_to_be_an_old_ranch_hous.png,a giraffe standing in front of a building .
The_restaurant_on_Old_Mission_Peninsula_is_a_well_.png,a black and white photo of a building with a clock tower .
The_restroom_in_the_100_building_is_haunted__When.png,a black and white photo of a bathroom .
The_Rialto_Theater_is_VERY_old__possibly_70_years.png,a room that has a bed and a table in it
The_Richardi_House__now_known_as_The_Grand_Victori.png,a tall building with a clock on it
The_right_wing_of_this_school_was_closed_off__supp.png,a street sign on the side of a building .
The_rock_in_front_of_the_school_is_said_to_have_be.png,a statue of a man holding a teddy bear .
The_Rotundra___This_bowling_alley_that_is_still_op.png,a building with a clock on the side of it .
The_sand_castle_is_the_term_for_what_is_left_of_th.png,a fire hydrant sitting in the middle of a forest .
The_school_was_built_over_a_ancient_Indian_burial.png,a black and white photo of a group of people .
The_school_was_shut_down_around_1990_91_It_is_said.png,a bathroom with a sink and a mirror
The_second_oldest_cemetery_on_the_island_it_is_hau.png,a red and white fire hydrant sitting on top of a grass covered field .
The_section_of_the_prison__the_castle_section__thi.png,a pair of shoes sitting on top of a wooden floor .
The_Shamrock__on_Front_Street__is_reported_haunted.png,a city street filled with lots of traffic .
The_shoe_tree__previously_mentioned_in_Salem__was.png,a black and white photo of a fire hydrant .
the_site_in_question_is_the__glowing_tombstone___.png,a sign that is on the side of a building .
The_site_of_multiple_Indian_massacres_dating_back.png,a group of people riding horses through a forest .
The_site_of_the_Inn_has_a_long_history__The_origin.png,a giraffe standing in front of a building .
The_site_of_the_Michigan_murders__Back_in_the_late.png,a black and white photo of a barn and a barn
The_sound_of_a_man_s_footsteps_in_the_attic_of_thi.png,a church steeple with a clock on it .
The_spirit_of_a_young_man_paces_the_balcony_of_the.png,a black and white photo of a man in a suit
The_spirit_of_the__hatchet_lady__is_said_to_roam_t.png,a black and white photo of a man holding a baseball bat .
the_spring___Strange_sounds_like_organ_music_comin.png,a park bench in the middle of a park .
The_Stagecoach_Inn_is_an_original_stage_stop_and_h.png,a black and white photo of a building
The_stairway_near_the__28__rooms_are_said_to_be_ha.png,a black and white photo of a train
the_state_school_used_to_be_a_mental_institution_t.png,a black and white photo of a man in a suit
The_state_shut_the_Foxboro_State_Hospital_several.png,a black and white photo of a city street
The_story_behind_it_is_there_was_a_rich_doctor_and.png,a black and white photo of a street corner
The_story_goes_that_a_group_of_kids_were_playing_c.png,a couple of people that are standing in the water .
The_story_goes_that_a_man_lived_across_from_the_ol.png,a bridge over a river with a bridge in the background .
The_story_goes_that_a_man_was_hung_from_a_tree_bra.png,a view of a city street at night .
The_story_is_said_that_a_boy_who_had_the_lead_in_W.png,a man in a suit and tie standing in a room .
The_story_is_told_that_in_the_1970s_at_the_boat_to.png,a black and white photo of a clock tower .
The_student_union__which_was_formally_an_armory__i.png,a kitchen with a stove and a sink
The_toilet_flushes_and_no_one_is_in_the_bathroom_.png,a bathroom with a toilet and a sink
The_tower_is_now_walled_up__and_painted_with_a_mur.png,a black and white photo of a room with a window
The_Tower_Theater_is_said_to_be_haunted_by_the_gho.png,a black and white photo of a city street .
The_town_s_clock_tower_is_reportedly_haunted_by_it.png,a black and white photo of a man and a woman
The_Trail____Three_miners_died__If_you_walk_a_trai.png,a black and white photo of two men and a woman .
The_train_tracks_behind_Joshua_Tree_Elementary_Sch.png,a train traveling down tracks next to a forest .
The_true_story_involves_an_elderly_couple_who_were.png,a black and white photo of a person standing in front of a building .
The_TV_in_the_women_area_changes_channels_and_goes.png,a bathroom with a toilet and a sink
The_unused_22nd_and_23rd_floor_are_haunted__Was_a.png,a clock tower in the middle of a city .
The_Vicary_Mansion_is_said_to_be_haunted_by_the_Ca.png,a red brick building with a clock tower on it .
the_wealthy_Vanderlip_family_lived_in_a_mansion_in.png,a black and white photo of a boat in the water .
The_whole_are_has_been_know_to_be_haunted__corner.png,a black and white photo of a brick building
The_woods_back_behind_Birch_street__On_Pardee__Is.png,a car parked in front of a house .
The_woods_to_the_northwest_of_Pitcairn_Pa_surround.png,a red fire hydrant sitting in the middle of a forest .
The_Woods___Three_hunters_died__You_will_see_large.png,a red fire hydrant sitting in the middle of a forest .
THIRD_FLOOR___A_man_standing_in_the_window_with_hi.png,a teddy bear sitting in front of a window .
This_170_year_old_home_is_located_on_a_lonely__unl.png,a black and white photo of a house with a house
this_alternative_school_used_to_be_a_home_for_wayw.png,a group of people walking down a street next to tall buildings .
This_Area_is_bordered_by_three_cemeteries__The_Riv.png,a row of wooden park benches sitting next to each other .
This_asylum_was_supposedly_shut_down_because_the_i.png,a black and white photo of a building with a clock tower .
This_asylum_will_soon_be_turned_into_a_Wal_Mart__S.png,a black and white photo of a building and a street sign
This_bridge_was_one_of_many_that_was_built_during.png,a train traveling over a bridge over a river .
This_building_once_served_as_a_type_of_dormitory_i.png,a black and white photo of a building with a clock tower .
This_building_used_to_be_one_of_the_most_used_Stat.png,a large building with a clock tower on top .
This_building_used_to_be_the_site_of_Family_Youth.png,a black and white photo of a brick building
This_building__in_the_Stripped_District_of_Pittsbu.png,a black and white photo of a city street
this_cancer_hospital_still_remains_open_to_min_emp.png,a large long hallway with some doors on the wall
This_cemetery_has_long_been_rumored_to_be_haunted_.png,a park area with a bench and a tree .
This_cemetery__the_oldest_in_Newburyport__which_re.png,a park bench in the middle of a park .
This_church_is_said_to_be_haunted_by_a_former_prie.png,a church with a clock on the top of it .
This_corporate_office_is_haunted_by_the_spirit_of.png,a man and a woman standing next to each other .
This_county_home_was_established_in_Media__Pennsyl.png,a building with a clock on the top of it .
This_has_been_removed___NO_TRESPASSING___you_will.png,a black and white photo of a barn and a house
This_historic_ranch_is_known_for_sightings_of_a_sm.png,a black and white photo of a street sign
This_historic_structure_was_once_the_home_of_the_S.png,a living room with a couch and a tv
this_hospital_for_the_mentally_disabled_once_was_a.png,a black and white photo of a building with a window
This_hotel_has_been_standing_since_the_1800_s__The.png,a black and white photo of a clock tower .
This_house_is_associated_with_the_Salem_Witch_Tria.png,an old house with a bench in front of it .
This_house_use_to_be_an_insane_asylum__Many_people.png,a large building with a clock on it .
This_huge_edifice_was_built_in_1912_especially_for.png,a clock tower in the middle of a city .
This_inn_is_home_to_more_than_17_ghosts_including.png,a bedroom with a bed and a dresser
This_isn_t_exactly_what_you_would_call_a__proper_.png,a room filled with lots of wooden pews .
This_isn_t_so_much_a_report_of_a_haunting_as_it_is.png,a large building with a clock on it
this_is_a_camp_that_may_have_been_up_in_the_1980_s.png,a black and white photo of a barn and a barn
This_is_a_fairly_new_antique_store_on_Euclid_Ave_.png,a woman standing in front of a store window .
this_is_a_pizza_place__Chairs_move_away_from_the_t.png,a table with a plate of food on it
This_is_a_popular_place_during_Halloween_when_they.png,a red fire hydrant sitting in the middle of a field .
This_is_a_rather_well_known_haunting_in_the_Tamaqu.png,a black and white photo of a church with a clock tower .
This_is_a_very_haunted_location__If_you_are_coming.png,a red stop sign sitting on the side of a road .
this_is_a_very_old_restaurant_and_bar_where_the_wo.png,a black and white photo of a city street
this_is_Ben_Franklin_s_cousins_house__Story_goes_t.png,a red brick building with a clock on it .
this_is_located_near_the_Felt_Mansion_it_is_a_smal.png,a black and white photo of a church with a clock tower .
This_is_one_of_the_places_where_the_infamous__Zodi.png,a person riding a bike down a street .
This_is_supposedly_the_burial_ground_for_Al_Capone.png,a fire hydrant sitting in the middle of a field .
This_is_the_house_where_Lizzie_Borden_lived_and_su.png,a tall brick building with a clock on it .
This_is_the_oldest_inn_along_Route_40__In_the_rest.png,a hotel room with two beds and a desk .
This_large__civil_war_era_house_is_always_occupied.png,a building with a clock on the top of it .
This_library_was_built_over_a_old_cemetery_and_bel.png,a tall building with a clock on it
This_mansion_is_said_to_be_haunted_by_the_matriarc.png,a bedroom with a bed and a dresser
This_mansion_sits_on_the_corner_of_Painters_Crossi.png,a red brick building with a clock tower .
This_mental_hospital_was_shut_down_due_to_patient.png,a black and white photo of a brick building
This_museum_is_haunted_by_the_mysterious_figure_of.png,a large clock mounted to the side of a wall .
This_National_Historic_site_at_the_summit_of_the_A.png,a house that has a house in the background .
This_old_cemetery_has_the_atmosphere_of_a_horror_m.png,a group of people standing in front of a building .
This_old_hotel_is_plagued_with_spirits__Bottles_in.png,a black and white photo of a living room .
This_Old_Soldiers_Home_first_opened_in_1886_and_it.png,a large building with a clock on the front of it .
This_old_theatre_houses_the_spirit_of_a_young_girl.png,a woman standing in front of an open refrigerator .
This_once_main_road_is_haunted_by_a_phantom_muscle.png,a car is parked on the side of the road .
This_place_is_said_to_be_haunted_by_2_ghosts__On_o.png,a black and white photo of a city street
This_restaurant_hotel_is_only_used_as_a_restaurant.png,a brick building with a large clock tower .
This_restaurant_is_believed_to_be_haunted_by_a_gho.png,a black and white photo of a building
This_restaurant_used_to_be_a_private_residence_tha.png,a kitchen with a table and chairs in it
This_restaurant__located_on_west_Main_St___is_said.png,a red brick building with a clock on it .
This_restaurant__once_a_private_Victorian_home__is.png,a black and white photo of a man and a woman
This_school_is_now_abandoned__back_a_few_years_bac.png,a kitchen with a refrigerator and a sink
This_secluded_cemetery_has_been_host_to_many_stran.png,a red and white fire hydrant sitting in the middle of a field .
This_site_used_to_be_home_to_a_camp_for_children_.png,a sign that is on the side of a road .
this_site_will_defiantly_make_the_hair_stand_up_on.png,a red and white house sitting in front of a building .
This_site__across_the_river_from_Kennywood_Park__i.png,a black and white photo of a group of people on skateboards .
This_small__black_box__style_theatre_was_built_in.png,a black and white photo of a train station .
This_spot_is_said_to_be_haunted_by_a_ghost_believe.png,a black and white photo of a church with a clock tower .
This_started_when_a_man_was_accidentally_shot_on_R.png,a street scene with focus on a traffic light .
This_structure_used_to_be_a_convent_in_the_earlier.png,a building with a clock on the front of it .
This_submission_has_been_removed_at_the_request_of.png,a black and white photo of an old church .
This_Theater_was_named_after_Emma_Guffey_Miller__w.png,a living room with a fireplace and a tv
This_theatre_is_haunted_by_a_spirit_who_was_stabbe.png,a view of a room with a bed and a television .
This_theatre_is_thought_to_be_haunted__Actors_and.png,a living room filled with furniture and a fire place .
this_uninhabited_island_on_Lake_Huron_is_haunted_b.png,a white lighthouse with a lighthouse on the side .
This_used_to_be_a_hospital_and_nursing_school___an.png,a black and white photo of a clock tower .
This_used_to_be_a_house_where_a_family_lived_upsta.png,a black and white photo of a bedroom
This_used_to_be_a_supermarket_in_the_80_s_and_a_wo.png,a black and white photo of a person on a laptop .
This_warehouse_has_been_haunted_by_many_ghosts__Th.png,a black and white photo of a train station .
This_was_a_prison_camp_during_the_Revolutionary_wa.png,a black and white photo of a park bench
This_was_once_a_theater__Then_converted_to_a_bowli.png,a black and white photo of a kitchen .
This_was_one_of_the_last_remaining_iron_furnaces_i.png,a black and white photo of a man and a horse
Thomas_Fine_Arts_Building___The_Forrest_Roberts_th.png,a bathroom with a sink and a toilet
Three_babies_were_killed_by_the_bridge__At_night_y.png,a train traveling down tracks next to a forest .
Three_ghosts_are_dressed_n_early_1900_attire__One.png,a man standing in a doorway in a bathroom .
Three_ghosts_are_here__A_women_in_the_ruins_of_the.png,a black and white photo of a cat looking out a window .
throughout_the_construction_of_the_Hoosac_Tunnel_.png,a person is riding a skateboard on a ramp .
ticking_clocks_that_are_not_there__Things_will_tur.png,a clock that is sitting on a wall .
Tillinghast_Hall___this_building_was_the_original.png,a tall building with a clock on the top of it .
Top_Rock_Trail_Road___Pa_Rt_313_north__south_from.png,a red fire hydrant sitting in the middle of a forest .
Toys_R_Us_is_haunted_supposedly_by_a_young_boy_or.png,a store filled with lots of different types of food .
Trails___You_could_hear_the_branches_breaking_and.png,a black and white photo of a couple of animals
Transcription_Department___What_used_to_be_the_old.png,a kitchen with a table and chairs in it
Troutman_Hall___In_602_Troutman_hall__Things_would.png,a black and white photo of a train
Tthere_have_been_may_reports_of_children_playing_i.png,a train station with a train on the tracks .
Turn_Hall_is_located_on_Turners_Avenue_in_Adams__M.png,a tall brick building with a clock on it 's side .
Two_adults_and_1_child_walk_the_Roberts_Landing_ro.png,a group of people walking down a dirt road .
Tyler_Road_Cemetery___Witnesses_have_reported_seei.png,a park bench in the middle of a park .
UFW_headquarters_children_s_hospital___the_swings.png,a pair of scissors sitting on top of a wooden table .
Uncountable_skeletons_were_also_unearthed_when_the.png,a black and white photo of a man sitting on a bench .
Under_the_15_freeway_is_a_bridge_where_graffiti_ar.png,a train station with a train on the tracks .
Unexplainable_sounds_have_been_heard_inside_the_Pe.png,a large building with a clock tower in the middle of it .
unexplained_sightings_can_hear_people_saying_your.png,a black and white photo of a car parked in a parking lot .
Union_Chapel_is_on_Michigan_Ave__just_passed_Inkst.png,a large building with a clock on the top .
unknown_spirits_haunted_this_building_.png,a black and white photo of a building with a clock .
Unknown_spirits_haunt_this_building__This_is_mainl.png,a bedroom with a bed and a window .
Unusually_shaped_building_is_the_current_home_of_t.png,a couple of boats that are sitting in the water .
Update__Is_being_considered_to_be_renovated_into_c.png,a large building with a clock on it .
Update__Now_Closed_down___When_the_place_is_empty.png,a large clock mounted to the side of a building .
Upper_Penn___It_is_said_that_the_lighthouse_there.png,a large building with a clock tower on top .
Used_for_mentally_challenged_patients_in_the_1800_.png,a black and white photo of a city street
Used_to_be_an_estate_owned_by_John_Dorrance__and_h.png,a black and white photo of a clock tower .
Used_to_be_a_church_on_Main_St__in_Ventura__Empero.png,a living room filled with furniture and a fire place .
used_to_be_former_Pa__Gov__John_Frederic_Hartranft.png,a building with a clock tower on top of it .
Used_to_be_the_Biddle_estate_as_in_Bailey__Banks_a.png,a black and white photo of a city street
Used_to_be_the_elementary_school_but_in_1994_they.png,a red brick building with a clock on it .
Usually_around_2_00am_when_people_walk_by_the_old.png,a black and white photo of a clock tower .
