Filename,Detected Objects
Reports_of_the_apparition_of_a_male_teenager_hangi.png,"palace (0.47), prison, prison house (0.25), monastery (0.03), window shade (0.02)"
Customers_here_have_reported_countless_instances_o.png,"tobacco shop, tobacconist shop, tobacconist (0.41), barbershop (0.05), bakery, bakeshop, bakehouse (0.03), crutch (0.03), pickelhaube (0.02)"
Reports_of_doors_slamming__people_running_up_and_d.png,"padlock (0.32), barn (0.24), sliding door (0.08), prison, prison house (0.04), picket fence, paling (0.02)"
Screams__Slamming_Doors_in_bathrooms__Apparitions_.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
when_you_go_on_the_bridge_with_your_car_and_you_tu.png,"suspension bridge (0.69), bikini, two-piece (0.08), brassiere, bra, bandeau (0.03), pier (0.03), maillot, tank suit (0.02)"
Last_year__during_the_filming_of_VH_1_s__Random_Pl.png,"sliding door (0.54), wardrobe, closet, press (0.02), doormat, welcome mat (0.02), radiator (0.02)"
A_little_boy_in_the_girls__dorm_looks_over_you_whi.png,"abaya (0.65), toilet tissue, toilet paper, bathroom tissue (0.10), paper towel (0.10)"
Occasionally_on_early_morning_rain_storms__the_spi.png,"vestment (0.24), vault (0.22), theater curtain, theatre curtain (0.04), abaya (0.03), altar (0.02)"
Floor_South____The_story_is_that_some_people_who_h.png,"prison, prison house (0.54), turnstile (0.09), sliding door (0.04), bannister, banister, balustrade, balusters, handrail (0.02), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
Noises_in_the_dead_of_night__heavy_footsteps_and_a.png,"shower cap (0.41), hoopskirt, crinoline (0.10), overskirt (0.10), bonnet, poke bonnet (0.08), teddy, teddy bear (0.04)"
Reports_of_a_ghost_that_haunts_the_third_floor___s.png,"prison, prison house (0.94)"
Prospect_Park_in_Redlands_is_known_to_be_haunted_b.png,"Arabian camel, dromedary, Camelus dromedarius (0.32), impala, Aepyceros melampus (0.06), Saluki, gazelle hound (0.05), kelpie (0.04), gazelle (0.03)"
Footsteps_are_seen_on_the_ceiling__strange_shadows.png,"horizontal bar, high bar (0.37), parallel bars, bars (0.35), balance beam, beam (0.06), pole (0.03), spotlight, spot (0.02)"
this_old_school_built_in_the_early_30_s_there_have.png,"palace (0.51), monastery (0.18), prison, prison house (0.06), castle (0.04)"
Supposedly__a_class_of_children_were_taking_a_fiel.png,minibus (0.93)
2_crying_ghosts_dwell_here__and_old_lady_and_a_you.png,cloak (0.98)
The_Bed___Breakfast_is_haunted_by_the_ghost_of_an.png,"church, church building (0.49), picket fence, paling (0.13), flagpole, flagstaff (0.06), library (0.05)"
The_old_abandoned_hospital_can_be_found_off_dirt_r.png,"barn (0.73), church, church building (0.14), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
in_theater_12_you_can_her_little_kids_talking_and.png,"cradle (0.10), mask (0.09), bath towel (0.04), shower curtain (0.03), toilet tissue, toilet paper, bathroom tissue (0.03)"
There_was_a_mausoleum_made_of_glass_in_this_cemete.png,"window screen (0.70), window shade (0.11), barbershop (0.02)"
Way_back_in_the_Colonial_days__this_building_used.png,"beacon, lighthouse, beacon light, pharos (0.79), church, church building (0.10), picket fence, paling (0.03)"
A_little_boy_is_seen_walking_down_the_hallways__hi.png,"wardrobe, closet, press (0.23), suit, suit of clothes (0.12), theater curtain, theatre curtain (0.09), sliding door (0.08), window shade (0.03)"
Adelaide_cemetery___it_s_been_said_that_a_young_wo.png,"obelisk (0.81), mailbox, letter box (0.02), brass, memorial tablet, plaque (0.02)"
This_street_is_haunted_by_the_SANDLADY_of_Pindale.png,"stingray (0.26), electric ray, crampfish, numbfish, torpedo (0.05), flagpole, flagstaff (0.05), pole (0.04), umbrella (0.04)"
In_the_1970_s__there_was_a_janitor_that_had_been_s.png,"prison, prison house (0.63), sliding door (0.10), crutch (0.04), shoji (0.03)"
On_the_night_that_Pawnee_Bill_died__his_shadow_app.png,"church, church building (0.84), beacon, lighthouse, beacon light, pharos (0.02)"
People_have_said_to_have_seen_many__Black_Blurs__w.png,"grand piano, grand (0.20), park bench (0.06), stretcher (0.05), plow, plough (0.03), barrow, garden cart, lawn cart, wheelbarrow (0.03)"
Cemetery___A_light_from_the_cemetery_is_seen_every.png,"vault (0.44), monastery (0.15), church, church building (0.07), castle (0.06), palace (0.03)"
The_woman_is_silk_and_the_moon_shiner_haunt_this_b.png,"picket fence, paling (0.34), window shade (0.08), prison, prison house (0.08), spotlight, spot (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.03)"
This_used_to_be_an_old_folks_home__Now_it_is_aband.png,"barn (0.12), church, church building (0.11), boathouse (0.06), lakeside, lakeshore (0.05), monastery (0.05)"
Reports_of_operating__girls__especially_those_with.png,"military uniform (0.15), bulletproof vest (0.09), book jacket, dust cover, dust jacket, dust wrapper (0.09), comic book (0.06), prison, prison house (0.04)"
unexplained_sounds_and_footsteps_are_heard_here_.png,"church, church building (0.94)"
former_Love_Cemetery_and_Columbia_Cemetery__this_g.png,"beacon, lighthouse, beacon light, pharos (0.30), obelisk (0.23), pedestal, plinth, footstall (0.09), megalith, megalithic structure (0.06), church, church building (0.02)"
Sewer_pipes_running_through_the_Shorecliffs_golf_c.png,"vault (0.94), monastery (0.03)"
Doors_close__lights_go_on_by_themselves__Stories_h.png,"prison, prison house (0.57), shoji (0.10), turnstile (0.09), sliding door (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
The_KB_toy_store_inside_the_Santa_Anita_Mall_is_sa.png,"toyshop (0.37), tobacco shop, tobacconist shop, tobacconist (0.20), grocery store, grocery, food market, market (0.05), bookshop, bookstore, bookstall (0.03), confectionery, confectionary, candy store (0.02)"
The_Tazlina_Lodge_is_not_in_use_anymore__Long_ago_.png,"barn (0.92), church, church building (0.02)"
Many_times_a_night_when_you_drive_home_you_can_see.png,"magpie (0.31), worm fence, snake fence, snake-rail fence, Virginia fence (0.14), picket fence, paling (0.04), robin, American robin, Turdus migratorius (0.03), quail (0.03)"
formerly_posted_as_Empire_Theater___May_2004_Updat.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.98)"
The_place_in_the_school_that_is_haunted_is_the_boy.png,"guillotine (0.18), wardrobe, closet, press (0.16), prison, prison house (0.09), sliding door (0.06), medicine chest, medicine cabinet (0.02)"
if_you_go_into_the_chapel_mausoleum__at_gardens_of.png,"church, church building (0.94)"
There_is_a_ranch_house_on_Potowattomie_Road_that_i.png,"picket fence, paling (0.68), flagpole, flagstaff (0.06), window screen (0.05), boathouse (0.02)"
Built_in_the_twenties_at_least_4_past_managers_hav.png,"vestment (0.24), shoji (0.23), lab coat, laboratory coat (0.07), wardrobe, closet, press (0.05), theater curtain, theatre curtain (0.05)"
Located_on_Sacramento_St__in_Chinatown__San_Franci.png,"wardrobe, closet, press (0.51), vestment (0.19), gown (0.03), sliding door (0.02), bath towel (0.02)"
The_furniture_store_used_to_be_a_grocery_store__an.png,"library (0.68), forklift (0.10), bookshop, bookstore, bookstall (0.02)"
There_is_a_total_of_three_ghosts_here_at_Neutrogen.png,"cloak (0.32), gown (0.27), groom, bridegroom (0.05), vestment (0.05), fur coat (0.03)"
Drayden_residents_tell_many_ghost_stories__One_is.png,"barn (0.69), boathouse (0.14), picket fence, paling (0.02), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
screams_of_a_woman_can_be_heard_at_night__One_witn.png,"book jacket, dust cover, dust jacket, dust wrapper (0.46), cloak (0.17), abaya (0.06), vault (0.03), comic book (0.02)"
It_is_said_that_the_plantation_owner_rapped_and_ki.png,"boathouse (0.55), prison, prison house (0.11), window screen (0.04), picket fence, paling (0.02), window shade (0.02)"
Numerous_sightings_of_a_man_standing_at_the_drive.png,"window screen (0.38), sliding door (0.19), streetcar, tram, tramcar, trolley, trolley car (0.05), passenger car, coach, carriage (0.05), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.03)"
The_cemetery_is_just_over_200_years_old_and_is_the.png,"megalith, megalithic structure (0.83)"
is_said_to_be_haunted_by_a_man_who_had_given_a_per.png,"guillotine (0.15), cloak (0.05), prison, prison house (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03), cassette (0.03)"
The_Governor_s_Mansion_was_said_to_be_a_School_for.png,"picket fence, paling (0.28), flagpole, flagstaff (0.10), prison, prison house (0.10), palace (0.06), library (0.05)"
301_N__Baldwin_Avenue_Arcadia__CA_91006__This_once.png,"church, church building (0.55), barn (0.34), monastery (0.03), beacon, lighthouse, beacon light, pharos (0.02)"
The_story_goes_that_a_young_boy_and_his_mom_loved.png,"vault (0.13), lumbermill, sawmill (0.12), barn (0.11), theater curtain, theatre curtain (0.10), palace (0.07)"
not_much_is_known_about_the_old_Hanford_sentinel_b.png,"mobile home, manufactured home (0.38), prison, prison house (0.34), monastery (0.03)"
The_old_college_on_old_fort_road_is_a_very_strange.png,"church, church building (0.36), tile roof (0.11), monastery (0.05), bell cote, bell cot (0.05), water tower (0.03)"
The_spirit_of_a_young_girl_by_the_name_of__Arabell.png,"theater curtain, theatre curtain (0.99)"
A_girl_got_dumped_by_her_boyfriend_and_was_driving.png,"minivan (0.82), car mirror (0.06)"
This_is_a_gravel_road_that_is_far_from_the_city__I.png,"fountain (0.11), valley, vale (0.05), chainlink fence (0.03), maze, labyrinth (0.03), suspension bridge (0.03)"
the_legend_has_it_that_a_woman_driving_down_a_rura.png,"dam, dike, dyke (0.84), valley, vale (0.04)"
In_the_1930_s__this_church_was_believed_to_be_used.png,"church, church building (0.89)"
There_is_a_old_cemetery_and_if_you_circle_the_ceme.png,"obelisk (0.69), pedestal, plinth, footstall (0.18), park bench (0.03), brass, memorial tablet, plaque (0.02)"
Procter_Valley___park_in_dirt_parking_next_to_fenc.png,"ballplayer, baseball player (0.50), baseball (0.19), worm fence, snake fence, snake-rail fence, Virginia fence (0.04)"
Sometimes_at_night_but_only_if_it_is_raining_while.png,"car mirror (0.16), chainlink fence (0.09), worm fence, snake fence, snake-rail fence, Virginia fence (0.09), lakeside, lakeshore (0.03), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.02)"
There_have_been_three_people_that_have_died_on_BHS.png,"palace (0.18), monastery (0.18), stupa, tope (0.15), mosque (0.06), library (0.06)"
This_place_is_called__The_1896__by_the_locals__The.png,palace (0.96)
Girls_from_Glenwood_Middle_School_often_get_to_see.png,"upright, upright piano (0.34), four-poster (0.21), throne (0.06), organ, pipe organ (0.04), grand piano, grand (0.04)"
Reports_of_something_VERY_creepy_in_the_basement__.png,"prison, prison house (0.53), sliding door (0.13), passenger car, coach, carriage (0.02), vault (0.02), crutch (0.02)"
Reports_of_walking_up_and_down_stairs_in_any_build.png,"flagpole, flagstaff (0.24), picket fence, paling (0.23), bannister, banister, balustrade, balusters, handrail (0.18), boathouse (0.11), church, church building (0.06)"
Chitactac_Adams_Interpretive_Center__on_Watsonvill.png,"boathouse (0.72), window screen (0.06), barn (0.05)"
supposedly_haunted__Custer_was_supposedly_to_have.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.56), dam, dike, dyke (0.08), viaduct (0.08), picket fence, paling (0.03), valley, vale (0.03)"
workers_of_the_store_claim_to_hear_noises_and_toys.png,"grocery store, grocery, food market, market (0.79), toyshop (0.09), shopping basket (0.02)"
The_dead_woods___Reports_of_a_little_girl_calling.png,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus (0.54), teddy, teddy bear (0.17), switch, electric switch, electrical switch (0.02)"
Rumors_that_Late_at_night_in_the_Auditorium__Screa.png,"bannister, banister, balustrade, balusters, handrail (0.24), sliding door (0.06), theater curtain, theatre curtain (0.06), radiator (0.05), dishwasher, dish washer, dishwashing machine (0.05)"
Student_Union___Labor_Day_1999__a_security_guard_h.png,"lampshade, lamp shade (0.28), table lamp (0.11), bannister, banister, balustrade, balusters, handrail (0.10), spotlight, spot (0.02)"
A_young_man_was_shoveling_snow_from_the_roof_of_an.png,"shovel (0.89), snowplow, snowplough (0.03)"
old_Senior_Hall___the_rest_of_the_school_was_recen.png,"shoji (0.34), sliding door (0.20), window screen (0.15), window shade (0.08), prison, prison house (0.04)"
This_is_a_very_old_church__with_a_cemetery_you_hav.png,"church, church building (0.95)"
There_have_been_sightings_of_two_ghosts_who_walk_n.png,"upright, upright piano (0.92), grand piano, grand (0.04)"
Jack_London_s_House___The_feeling_of_the_place_was.png,"palace (0.62), church, church building (0.03), picket fence, paling (0.03), castle (0.02), library (0.02)"
Many_guests_have_reported_seeing_a_women_in_a_whit.png,"cloak (0.25), abaya (0.25), toilet tissue, toilet paper, bathroom tissue (0.04), shower curtain (0.02), radiator (0.02)"
One_day_a_little_boy_was_walking_up_on_Waterdog__a.png,"curly-coated retriever (0.76), Kerry blue terrier (0.06), Labrador retriever (0.04), Irish water spaniel (0.02)"
Late_at_night_people_see_shadowy_figures_running_t.png,"bannister, banister, balustrade, balusters, handrail (0.54), solar dish, solar collector, solar furnace (0.16), racket, racquet (0.03), unicycle, monocycle (0.02), pole (0.02)"
Lake_George___there_is_a_paranormal_force_that_lur.png,"picket fence, paling (0.75), boathouse (0.05), church, church building (0.02), barn (0.02), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
This_lovely_mansion_was_once_a_bed_and_breakfast_.png,palace (0.89)
Very_creepy_old_school__Overgrown_weeds__vines__an.png,"greenhouse, nursery, glasshouse (0.47), window screen (0.24), window shade (0.08), dome (0.02)"
The_ghost_of_a_murderous_slave_is_seen_and_heard_.png,"crutch (0.28), swab, swob, mop (0.21), broom (0.10), shovel (0.06), cloak (0.03)"
The_Crescent_Hotel_used_to_be_a_mental_hospital__A.png,"palace (0.37), paddlewheel, paddle wheel (0.22), flagpole, flagstaff (0.04), prison, prison house (0.03)"
The_Logan_County_Sheriff_s_Office_and_Jail_have_be.png,"prison, prison house (0.74), turnstile (0.03)"
Suva_Intermediate_School___A_Janitor_who_committed.png,"prison, prison house (0.70), monastery (0.16), barn (0.02)"
This_is_the_room_now_closed_by_management_due_to_u.png,"prison, prison house (0.61), sliding door (0.12), shoji (0.04), vault (0.02)"
Theater____there_is_a_ghost_of_a_young_girl_who_ha.png,"theater curtain, theatre curtain (0.71), altar (0.05), vault (0.02), shower curtain (0.02)"
One_of_the_oldest_buildings_in_Annapolis_originall.png,"prison, prison house (0.30), palace (0.26), turnstile (0.07), library (0.07), restaurant, eating house, eating place, eatery (0.04)"
Bell_tower_which_was_once_part_of_a_church__now_st.png,"church, church building (0.89)"
Mission_Dining_Room__a_k_a___Spanish_Dining_Room__.png,"dining table, board (0.67), restaurant, eating house, eating place, eatery (0.22)"
Second_story_room_in_one_of_the_barracks_is_haunte.png,"prison, prison house (0.62), rocking chair, rocker (0.15), folding chair (0.03)"
This_forest_got_its_name_back_in_the_70s_when_kids.png,mountain tent (0.90)
There_are_reports_of_feeling_a_hot_breath_on_your.png,"ballplayer, baseball player (0.85), mortar (0.02)"
Aunt_Molly_Tilghman_has_been_seen_floating_down_th.png,"bannister, banister, balustrade, balusters, handrail (0.35), boathouse (0.25), picket fence, paling (0.16), church, church building (0.04), beacon, lighthouse, beacon light, pharos (0.02)"
There_is_a_story_of_girl_being_murdered_and_raped.png,"library (0.41), prison, prison house (0.27)"
has_a_chair_that_has_had_eerie_happenings_the_lady.png,"china cabinet, china closet (0.17), rocking chair, rocker (0.10), dining table, board (0.08), desk (0.07), bookcase (0.06)"
Walnut___City_Of_Indusry___St__Mary_s_Catholic_Sch.png,"fountain (0.49), picket fence, paling (0.16), yawl (0.13), lab coat, laboratory coat (0.02)"
During_the_Civil_War__a_mysterious_lady_in_a_flowi.png,"cloak (0.10), mosquito net (0.05), hoopskirt, crinoline (0.05), theater curtain, theatre curtain (0.05), breastplate, aegis, egis (0.05)"
Caraway_Hall____People_have_reported_noises_in_the.png,barn (0.95)
Go_north_on_highway_18_towards_Lake_Arrowhead__tur.png,"minivan (0.28), racer, race car, racing car (0.25), alp (0.12), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.07), pickup, pickup truck (0.04)"
The_basement_is_haunted_By_A_Nun__who_appears_a_nu.png,cloak (0.97)
Reports_of_a_ghost_who_messes_with_the_lights_and.png,"vestment (0.42), cloak (0.18), abaya (0.09)"
Supposedly_built_on_a_cemetery_in_the_early_1900_a.png,"church, church building (0.52), birdhouse (0.12), barn (0.06), picket fence, paling (0.03), bell cote, bell cot (0.02)"
while_driving_at_night_around_midnight__a_woman_dr.png,cloak (0.99)
In_the_graveyard_near_these_streets__there_have_be.png,"monastery (0.41), vault (0.16), church, church building (0.08), mosque (0.07), palace (0.02)"
Reports_of_an_apparition_of_a_man_seen_in_the_balc.png,"abaya (0.14), television, television system (0.12), shower curtain (0.03), academic gown, academic robe, judge's robe (0.03), wardrobe, closet, press (0.02)"
a_few_people_have_came_in_contact_with_a_person_dr.png,"bubble (0.61), prison, prison house (0.10), analog clock (0.03), shoji (0.02)"
workers_claim_to_see_little_kids_running_around_th.png,"turnstile (0.33), cinema, movie theater, movie theatre, movie house, picture palace (0.24), vending machine (0.03), restaurant, eating house, eating place, eatery (0.03), library (0.02)"
At_night__you_can_hear_footsteps_and_voices__In_th.png,"barbershop (0.21), cinema, movie theater, movie theatre, movie house, picture palace (0.17), prison, prison house (0.09), parking meter (0.05), restaurant, eating house, eating place, eatery (0.05)"
Horton_Theater____It_is_said_that_there_is_a_ghost.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.57), paddlewheel, paddle wheel (0.05)"
Many_years_ago__when_Christie_School_was_an_orphan.png,"prison, prison house (0.64), vault (0.02)"
In_1990__the_station_was_at_a_building_called_The.png,"library (0.62), palace (0.36)"
in_the_rotunda_shadows_have_been_seen_and_cold_spo.png,"prison, prison house (0.87), window shade (0.02)"
Catacombs___Before_the_old_mission_style_buildings.png,"vault (0.59), prison, prison house (0.11), monastery (0.08)"
Things_in_trees__Inexplicable_car_accidents__Levit.png,"knot (0.14), orangutan, orang, orangutang, Pongo pygmaeus (0.08), broom (0.03), swing (0.03), lakeside, lakeshore (0.02)"
In_the_1964_earthquake__dozens_of_children_died_he.png,"greenhouse, nursery, glasshouse (0.23), library (0.22), cinema, movie theater, movie theatre, movie house, picture palace (0.21), palace (0.05), flagpole, flagstaff (0.02)"
At_the_sixth_grade_section_of_the_girls_bathroom_o.png,"medicine chest, medicine cabinet (0.12), sliding door (0.08), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.07), prison, prison house (0.06), wardrobe, closet, press (0.04)"
Place_is_said_to_house_several_spirits_which_have.png,"castle (0.70), palace (0.12), monastery (0.06)"
the_ghost_of_Angela__the_sister_of_the_former_owne.png,"restaurant, eating house, eating place, eatery (0.61), palace (0.06), patio, terrace (0.05), monastery (0.04), prison, prison house (0.03)"
if_you_are_alone_or_with_one_other_person_on_the_s.png,"prison, prison house (0.61), vault (0.26), spotlight, spot (0.02), radiator (0.02)"
In_this_house_there_are_recorded_to_be_two_ghosts.png,"prison, prison house (0.68), window shade (0.10), four-poster (0.04), tub, vat (0.02), window screen (0.02)"
Frank_Miller_s_Room____4th_floor__north_east_corne.png,"upright, upright piano (0.36), four-poster (0.10), triumphal arch (0.05), grand piano, grand (0.05), vault (0.05)"
Woman_who_lost_her_lover_committed_suicide_in_the.png,"prison, prison house (0.29), window shade (0.13), punching bag, punch bag, punching ball, punchball (0.04), paintbrush (0.02), shower curtain (0.02)"
On_any_night__you_will_hear_mumbles_and_objects_li.png,"beacon, lighthouse, beacon light, pharos (0.42), barn (0.11), church, church building (0.04), stone wall (0.03), boathouse (0.02)"
At_night_during_the_Fall_season_a_little_boy_is_se.png,"comic book (0.76), book jacket, dust cover, dust jacket, dust wrapper (0.10)"
The_Mission_Inn_is_an_older__semi_spooky__yet_extr.png,"palace (0.92), castle (0.02)"
Every_night_between_11_30PM_and_midnight__the_door.png,"wardrobe, closet, press (0.50), doormat, welcome mat (0.22), medicine chest, medicine cabinet (0.02), sliding door (0.02)"
The_original_part_of_the_house_was_built_in_1790_a.png,"beacon, lighthouse, beacon light, pharos (0.68), picket fence, paling (0.11), flagpole, flagstaff (0.09)"
teachers_have_heard_doors_closing_by_themselves_li.png,"prison, prison house (0.91)"
The_sinks_in_every_bathroom_would_turn_on_by_thems.png,"medicine chest, medicine cabinet (0.43), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.12), desk (0.04), plate rack (0.04), dining table, board (0.03)"
This_building_was_constructed_in_the_1800_s__A_wom.png,"window shade (0.52), window screen (0.24), medicine chest, medicine cabinet (0.06)"
A_woman_dressed_in_a_flowing_gown__somewhat_like_t.png,"gown (0.39), cloak (0.30), sarong (0.02), trench coat (0.02), overskirt (0.02)"
There_is_said_that_there_is_a_little_girl_roaming.png,"spotlight, spot (0.43), umbrella (0.14), suit, suit of clothes (0.11), cloak (0.05), trench coat (0.04)"
Weird_things_show_in_photos__such_as_glares_at_nig.png,cloak (0.95)
When_visiting__cars__in_park__will_move_5_6_ft__fr.png,"limousine, limo (0.92), minivan (0.02)"
In_Coloma__CA__there_is_a_famous_Victorian_house_c.png,"boathouse (0.27), palace (0.17), picket fence, paling (0.08), church, church building (0.04), castle (0.03)"
there_is_said_to_be_a_small_girl__maybe_five_to_si.png,"cellular telephone, cellular phone, cellphone, cell, mobile phone (0.56), jean, blue jean, denim (0.13), miniskirt, mini (0.03), umbrella (0.02)"
During_construction_of_a_new_wing_in_the_center__a.png,"vault (0.33), sliding door (0.26), prison, prison house (0.12), radiator (0.02)"
Reports_of_a_man_in_all_black_with_a_white_face_ha.png,"mask (0.37), ski mask (0.08), maze, labyrinth (0.06), bannister, banister, balustrade, balusters, handrail (0.04), cloak (0.04)"
There_was_a_sighting_of_a_slow_moving_flying_black.png,"church, church building (0.95)"
Goldmine_Rd_____It_is_said_that_sometimes_at_night.png,"rocking chair, rocker (0.16), lumbermill, sawmill (0.13), barn (0.06), crate (0.04), forklift (0.03)"
A_Spirit_of_a_man_who_is_dressed_in_the_style_of_t.png,"barn (0.17), groenendael (0.05), picket fence, paling (0.04), Newfoundland, Newfoundland dog (0.03), flat-coated retriever (0.03)"
There_are_reports_of_everything_and_anything__from.png,"tow truck, tow car, wrecker (0.40), cab, hack, taxi, taxicab (0.10), snowplow, snowplough (0.06), limousine, limo (0.05), parking meter (0.02)"
Many_students_feel_that_when_you_walk_through_the.png,"brassiere, bra, bandeau (0.39), prison, prison house (0.25), pole (0.04), bikini, two-piece (0.03), sliding door (0.03)"
As_you_walk_by__you_can_hear_rattling_chains__It_w.png,"night snake, Hypsiglena torquata (0.19), wardrobe, closet, press (0.12), crate (0.07), safe (0.05), fire screen, fireguard (0.05)"
this_ghost___Lydia___has_been_seen_by_numerous_peo.png,"cloak (0.06), marimba, xylophone (0.04), bassoon (0.04), oboe, hautboy, hautbois (0.02), drumstick (0.02)"
shadow_orb_that_manifests_between_23rd_and_24th_St.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.71), prison, prison house (0.06), restaurant, eating house, eating place, eatery (0.03), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.02)"
right_when_you_go_inside_the_school_there_s_a_tomb.png,"brass, memorial tablet, plaque (0.68), book jacket, dust cover, dust jacket, dust wrapper (0.10), packet (0.03)"
Richmond_High_School___Richmond_is_an_old_high_sch.png,"prison, prison house (0.67), passenger car, coach, carriage (0.02), Windsor tie (0.02)"
The_wood_carving_of_a_lady_in_the_women_s_restroom.png,"shower curtain (0.44), toilet seat (0.23), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.06), toilet tissue, toilet paper, bathroom tissue (0.04), plunger, plumber's helper (0.04)"
5_years_ago_a_janitor_hung_himself_from_the_balcon.png,"prison, prison house (0.98)"
Trevor_G_Browne_High_School___In_the_early_1990_s_.png,"bannister, banister, balustrade, balusters, handrail (0.12), parallel bars, bars (0.08), pool table, billiard table, snooker table (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.05), home theater, home theatre (0.04)"
An_old_bridge_that_was_said_in_the_1800_s_was_used.png,"viaduct (0.79), steel arch bridge (0.10), pier (0.02)"
The_ghost_of_a_Confederate_soldier_has_reportedly.png,"bow tie, bow-tie, bowtie (0.30), pickelhaube (0.09), microphone, mike (0.08), spotlight, spot (0.04), crutch (0.03)"
Room_201___This_room_is_haunted_by_a_man_who_died.png,"wardrobe, closet, press (0.22), sliding door (0.15), prayer rug, prayer mat (0.13), space heater (0.03), doormat, welcome mat (0.03)"
Sutter_Coast_Hospital_Old_site_and_new_ICU_ward__.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.53), library (0.17), prison, prison house (0.05), flagpole, flagstaff (0.02), planetarium (0.02)"
There_is_a_ghost_of_a_young_girl_in_a_white_dress_.png,"hoopskirt, crinoline (0.86)"
When_two_of_the_stylist_were_the_only_ones_in_the.png,"wardrobe, closet, press (0.61), file, file cabinet, filing cabinet (0.20), safe (0.02)"
Coffee_Shop_Saloon_is_located_near_the_end_of_Main.png,"dining table, board (0.24), china cabinet, china closet (0.15), patio, terrace (0.13), sliding door (0.09), restaurant, eating house, eating place, eatery (0.09)"
In_the_place__is_a_woman_around_20_30_walking_arou.png,"vacuum, vacuum cleaner (0.96)"
the_place_was_being_cleaned_because_of_new_owners_.png,"barn (0.30), volcano (0.16), missile (0.14), beacon, lighthouse, beacon light, pharos (0.08), projectile, missile (0.04)"
It_s_been_rumored_that_ghosts_have_been_sighted_wa.png,"church, church building (0.98)"
The_Bethany_House_is_an_old_abandoned_Insane_Asylu.png,"prison, prison house (0.27), window shade (0.18), window screen (0.06), parking meter (0.03), picket fence, paling (0.02)"
This_used_to_be_Noftsger_Hill_Elementary__When_it.png,"picket fence, paling (0.29), boathouse (0.27), barn (0.18), church, church building (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
This_mansion_was_built_in_1887__as_you_can_see_it_.png,"palace (0.93), castle (0.02)"
The_janitor_has_reported_seeing_the_ghost_of_Mr__H.png,"ski mask (0.36), prison, prison house (0.04), guillotine (0.04), abaya (0.03), soap dispenser (0.02)"
Reports_of_footsteps_on_the_back_stairs__a_ball_of.png,"table lamp (0.13), spotlight, spot (0.11), lampshade, lamp shade (0.06), iron, smoothing iron (0.06), hourglass (0.05)"
Indian_Burial_Grounds___Near_the_Camp_Far_West_Lak.png,"cloak (0.86), abaya (0.02), breastplate, aegis, egis (0.02)"
A_small__greenish_light_in_the_graveyard_can_be_se.png,"water tower (0.33), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.07), mailbox, letter box (0.04), birdhouse (0.02), church, church building (0.02)"
There_is_an_urban_legend_of_an_elderly_church_goin.png,"bannister, banister, balustrade, balusters, handrail (0.52), church, church building (0.16), vault (0.10), library (0.02)"
this_used_to_be_a_movie_theater_and_was_burned_dow.png,"prison, prison house (0.33), streetcar, tram, tramcar, trolley, trolley car (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.07), library (0.07), palace (0.05)"
A_woman_was_killed_on_the_bottom_floor__You_can_he.png,"prison, prison house (0.69), sliding door (0.04), bannister, banister, balustrade, balusters, handrail (0.02), vault (0.02)"
Slaves_are_said_to_haunt_the_entire_forest_and_sur.png,"fountain (0.43), book jacket, dust cover, dust jacket, dust wrapper (0.07), cliff, drop, drop-off (0.03), langur (0.02), bikini, two-piece (0.02)"
The_Theatre_next_to_the_school_is_haunted__when_yo.png,"prison, prison house (0.99)"
This_Hotel_was_bought_in_1929_by_Ann_Eastman__She.png,"picket fence, paling (0.48), palace (0.30)"
a_girl_in_a_wedding_dress_can_be_scene_running_thr.png,"mosquito net (0.29), groom, bridegroom (0.15), mountain tent (0.14), gown (0.11), plastic bag (0.05)"
