Filename,Detected Objects
The_former_principal_and_founder_of_the_school__Op.png,"cardigan (0.27), suit, suit of clothes (0.08), crutch (0.04), stole (0.04), jean, blue jean, denim (0.04)"
Employees_have_felt_uneasy_around_the_bottom_floor.png,"gasmask, respirator, gas helmet (0.60), lumbermill, sawmill (0.30)"
This_location_was_once_a_booming_hotel__but_was_tu.png,"mobile home, manufactured home (0.52), prison, prison house (0.25), monastery (0.03)"
There_is_a_tale_of_an_old_Indian_ghost_that_has_be.png,"dining table, board (0.17), desk (0.07), restaurant, eating house, eating place, eatery (0.05), sewing machine (0.04), upright, upright piano (0.03)"
the_ghost_of_Grace_Bird_Kelton_is_seen_in_this_hou.png,"cloak (0.41), fur coat (0.08), abaya (0.08), vault (0.05), academic gown, academic robe, judge's robe (0.03)"
The_hospital_is_belived_to_be_built_over_a_grave_y.png,"barber chair (0.19), library (0.12), passenger car, coach, carriage (0.06), desk (0.06), barbershop (0.03)"
There_said_to_be_a_ghost_that_haunts_the_park_at_n.png,"barn (0.17), vault (0.14), lumbermill, sawmill (0.07), prison, prison house (0.06), sliding door (0.03)"
It_is_said_that_the_tunnels_under_the_school_have.png,vault (0.93)
Two_years_ago_there_was_a_fight_at_this_school__A.png,"monastery (0.85), vault (0.02)"
in_the_park_the_girls_bathroom_is_haunted_by_a_gir.png,"fur coat (0.56), sliding door (0.05), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.04), turnstile (0.03), pay-phone, pay-station (0.02)"
A_young_ghost_Named_Amy_haunts_the_theatre_of_the.png,"fur coat (0.53), fountain (0.23), cloak (0.07), trench coat (0.02)"
The_Hower_House__currently_owned_by_the_University.png,"palace (0.67), boathouse (0.05), picket fence, paling (0.04), gondola (0.02), lakeside, lakeshore (0.02)"
There_have_been_stories_of_a_woman_getting_decapit.png,"beacon, lighthouse, beacon light, pharos (0.32), boathouse (0.15), picket fence, paling (0.12), flagpole, flagstaff (0.07), church, church building (0.06)"
Norton_Auditorium___Haunted_by_a_ghost_named_Georg.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.88), theater curtain, theatre curtain (0.05), stage (0.02)"
Shawnee_State_University___Vern_Riffe_Center_for_t.png,"library (0.36), prison, prison house (0.17), palace (0.07), tile roof (0.06), monastery (0.03)"
The_backstage_of_the_auditorium_is_known_for_its_s.png,"prison, prison house (0.97)"
At_night__you_can_hear_footsteps_and_eerie_whisper.png,"barn (0.28), book jacket, dust cover, dust jacket, dust wrapper (0.20), church, church building (0.16), boathouse (0.03), window screen (0.03)"
Sounds_of_a_baby_crying_when_no_children_are_prese.png,"prison, prison house (0.74), vault (0.04), barn (0.04)"
This_department_store_used_to_be_a_Big_Bear_Food_S.png,"prison, prison house (0.55), library (0.11), vault (0.04), passenger car, coach, carriage (0.02)"
Security_guards_have_reported_seeing_a_7_foot_tall.png,bulletproof vest (0.98)
Sometimes_at_night_there_have_been_reports_of_door.png,"boathouse (0.25), park bench (0.11), barn (0.06), mobile home, manufactured home (0.05), lakeside, lakeshore (0.04)"
Seems_to_have_the_ghost_of_an_Indian_Policeman_tha.png,"sliding door (0.64), doormat, welcome mat (0.05), window screen (0.02), barn (0.02), wardrobe, closet, press (0.02)"
If_you_go_to_this_bridge__turn_off_your_car_and_fl.png,"steel arch bridge (0.42), viaduct (0.19), valley, vale (0.13), lakeside, lakeshore (0.03), dam, dike, dyke (0.02)"
There_is_said_to_be_a_ghost_of_one_of_the_Biology.png,"church, church building (0.76), castle (0.13), monastery (0.03)"
they_say_that_there_is_a_girl_that_roams_the_schoo.png,"pajama, pyjama, pj's, jammies (0.64), jean, blue jean, denim (0.03), comic book (0.02), apron (0.02)"
AMC_theater_20___Little_children_and_screams_have.png,"jersey, T-shirt, tee shirt (0.35), Band Aid (0.09), sweatshirt (0.07), soccer ball (0.03), ice lolly, lolly, lollipop, popsicle (0.02)"
Well_known_story_still_told_by_some_of_the_theatre.png,"book jacket, dust cover, dust jacket, dust wrapper (0.57), church, church building (0.16), comic book (0.04)"
Graveyard___A_town_once_buried_by_Lake_Guntersvill.png,"megalith, megalithic structure (0.70), brass, memorial tablet, plaque (0.05), mailbox, letter box (0.02)"
The_elevator_in_the_center_building_is_haunted_by.png,"prison, prison house (0.78), vault (0.05)"
Haunted_by_the_ghost_of_the_former_owner__Mr__Davi.png,barn (0.89)
The_legend_of_Anniston_High_School_s_locker_room_i.png,"prison, prison house (0.23), trench coat (0.12), lab coat, laboratory coat (0.08), restaurant, eating house, eating place, eatery (0.02), butcher shop, meat market (0.02)"
Rebuilt_after_a_fire_killed_occupants_who_were_tra.png,"wreck (0.81), boathouse (0.03), freight car (0.03), lumbermill, sawmill (0.02)"
Located_near_Crystal_Tissue_Factory_the_Children_w.png,"church, church building (0.33), worm fence, snake fence, snake-rail fence, Virginia fence (0.18), barn (0.11), park bench (0.02), castle (0.02)"
Rumors_that_a_little_girl_had_died_on_the_land_som.png,"book jacket, dust cover, dust jacket, dust wrapper (0.43), prison, prison house (0.12), vault (0.08), guillotine (0.03)"
Late_at_night_or_early_in_the_morning__you_can_hea.png,"church, church building (0.46), castle (0.35), palace (0.03), monastery (0.02)"
An_apartment_on_the_first_floor_of_the_M_building.png,"prison, prison house (0.98)"
the_YMCA_is_known_to_be_haunted_because_there_was.png,"vault (0.42), library (0.16), church, church building (0.05), prison, prison house (0.04)"
A_young_boy_was_shot_on_the_playground__And_whenev.png,"crutch (0.76), flagpole, flagstaff (0.04), pole (0.02), barbershop (0.02)"
The_back_of_this_sprawling_cemetery_faces_several.png,palace (0.89)
A_young_woman_who_was_beheaded_on_a_road_while_rid.png,"hoopskirt, crinoline (0.66), overskirt (0.08), monastery (0.03), altar (0.03), vault (0.03)"
The_back_two_quarries_and_especially_the_tunnel_le.png,"valley, vale (0.53), geyser (0.13), dam, dike, dyke (0.06), cliff dwelling (0.04), sandbar, sand bar (0.02)"
Employees_have_reported_that_during_late_hours__fr.png,"prison, prison house (0.77), barn (0.05), vault (0.02), lumbermill, sawmill (0.02)"
Footsteps_going_up_and_down_the_stairs__feelings_o.png,"picket fence, paling (0.56), church, church building (0.08), bannister, banister, balustrade, balusters, handrail (0.04), rocking chair, rocker (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
Haunted_by_a_Indian_Princess_who_was_killed_during.png,"book jacket, dust cover, dust jacket, dust wrapper (0.67), fountain (0.04), fire screen, fireguard (0.03), comic book (0.03), stage (0.02)"
The_costume_room_is_haunted_by_a_cold__un_welcomin.png,"vestment (0.68), shower curtain (0.12), wardrobe, closet, press (0.07)"
Employees_report_talking_and_laughing_late_at_nigh.png,"prison, prison house (0.84), library (0.02)"
the_Quad___The_Quad_is_supposed_to_be_very_haunted.png,"bell cote, bell cot (0.52), palace (0.29), church, church building (0.03)"
This_theater_is_home_to_several_playful_poltergeis.png,"theater curtain, theatre curtain (0.91)"
In_the_girls__locker_room_there_is_a_ghost_of_a_yo.png,"mailbox, letter box (0.91)"
One_of_the_bathrooms_is_supposed_to_be_haunted_by.png,"prison, prison house (0.61), vault (0.23)"
The_Carstarphen_Cemetery___This_is_the_final_resti.png,"pedestal, plinth, footstall (0.90), obelisk (0.06)"
the_lots_that_are_used_for_the_stage_seem_to_go_on.png,"picket fence, paling (0.28), boathouse (0.09), barn (0.09), alp (0.08), worm fence, snake fence, snake-rail fence, Virginia fence (0.05)"
When_walking_in_the_old_sections_of_the_tunnels_th.png,"prison, prison house (0.88)"
Chi_Omega_sorority_house_is_haunted_by_a_former_pl.png,"palace (0.74), castle (0.07), library (0.02)"
The_people_working_the_shift_on_the_same_date_and.png,"maze, labyrinth (0.35), prison, prison house (0.12), vault (0.09), bell cote, bell cot (0.07), triumphal arch (0.07)"
If_you_go_out_there_late_at_night__you_get_the_fee.png,"prison, prison house (0.74), vault (0.02)"
This_is_haunting_grounds_for_one_who_is_known_to_s.png,"barbershop (0.57), prison, prison house (0.12), restaurant, eating house, eating place, eatery (0.04), tobacco shop, tobacconist shop, tobacconist (0.02), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
The_third_floor_of_the_Gadsden_Public_Library_is_h.png,"restaurant, eating house, eating place, eatery (0.28), palace (0.12), vault (0.11), library (0.05), patio, terrace (0.04)"
Reports_of_an_apparition_that_looks_like_a_red_hea.png,"paddlewheel, paddle wheel (0.49), boathouse (0.19), barn (0.04), wreck (0.02)"
Student_Dorms___Officer_School_attendees_often_rep.png,"barn (0.75), boathouse (0.05)"
The_Alpha_Xi_Delta_house___is_a_historic_house_loc.png,"palace (0.43), library (0.26), window shade (0.05), prison, prison house (0.04), bookshop, bookstore, bookstall (0.03)"
Beta_Theta_Pi_House___The_downstairs__house_adviso.png,"prison, prison house (0.23), palace (0.18), castle (0.12), beacon, lighthouse, beacon light, pharos (0.08), monastery (0.03)"
Late_at_night__presences_can_be_felt_in_surroundin.png,"boathouse (0.82), barn (0.04)"
In_this_small_Japanese_grocery_store_an_elderly_cu.png,"grocery store, grocery, food market, market (0.93), toyshop (0.02)"
Witnesses_reported_sounds_of_moans_and_chains_ratt.png,barn (0.84)
The_Quad___This_is_said_to_be_haunted_by_the_ghost.png,palace (0.90)
In_1966_there_was_supposedly_a_family_that_farmed.png,"church, church building (0.22), barn (0.09), picket fence, paling (0.06), library (0.06), park bench (0.06)"
This_old_building_is_haunted_by_a_few_ghosts__A_Ge.png,"picket fence, paling (0.48), church, church building (0.07), barn (0.07), park bench (0.03), boathouse (0.02)"
Nancy_walks_up_and_down_the_hill_to_the_ferry_in_h.png,"prison, prison house (0.51), vault (0.18), suit, suit of clothes (0.04), library (0.03)"
You_can_hear_a_woman_scream_as_she_jumps_off_of_th.png,"prison, prison house (0.28), four-poster (0.14), vault (0.10), wardrobe, closet, press (0.10), radiator (0.07)"
Floating_lights_can_be_seen_late_at_night_in_the_f.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.48), restaurant, eating house, eating place, eatery (0.32), barbershop (0.02)"
Built_on_top_on_top_of_an_Ancient_Burial_Ground__P.png,"pedestal, plinth, footstall (0.90), palace (0.02)"
Pace_Hall___Noises_can_be_heard__as_well_as_sighti.png,"prison, prison house (0.85), spotlight, spot (0.05), crutch (0.04)"
This_location_used_to_be_a_train_depot__but_has_be.png,"library (0.61), bookshop, bookstore, bookstall (0.17), cinema, movie theater, movie theatre, movie house, picture palace (0.03), palace (0.02)"
Cold_spots_felt_around_some_unmarked_graves__Foots.png,"castle (0.90), palace (0.04)"
Forney_road_is_hunted_by_want_some_say_a_ghost_tha.png,"barn (0.63), mobile home, manufactured home (0.07), picket fence, paling (0.06), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), lumbermill, sawmill (0.02)"
Weird_screams_coming_from_the_coffins_along_the_no.png,"dome (0.77), barn (0.12)"
People_have_claimed_to_see_the_ghost_of_Wyatt_Earp.png,"church, church building (0.52), barn (0.34)"
a_male_in_black_cloths_running_between_the_trees_a.png,"cloak (0.67), umbrella (0.16), trench coat (0.06), fur coat (0.03)"
The_hotel_receives_strange_calls_from_extensions_t.png,"four-poster (0.26), shoji (0.06), sliding door (0.05), patio, terrace (0.04), studio couch, day bed (0.03)"
People_claim_that_a_woman_was_driving_over_this_na.png,"greenhouse, nursery, glasshouse (0.19), picket fence, paling (0.17), church, church building (0.05), window screen (0.05), window shade (0.03)"
formerly_listed_as_St__Elizabeth_Medical_Center__.png,"church, church building (0.27), library (0.13), bell cote, bell cot (0.12), tile roof (0.09), thatch, thatched roof (0.05)"
June_2008_Removed_due_to_vandalism__There_have_bee.png,"prison, prison house (0.61), palace (0.19), monastery (0.03), barn (0.02)"
Gravity_Hill___Gravity_Hill_is_on_Cheaha_Road__Whe.png,"street sign (0.83), mailbox, letter box (0.04)"
If_you_ever_go_to_this_cemetery__you_ll_know_that.png,"monastery (0.54), church, church building (0.34), palace (0.02)"
Gault_Learning_Center___Witnesses_report_to_hear_t.png,"shoji (0.70), library (0.07), prison, prison house (0.03), window shade (0.02), vault (0.02)"
YMCA___The_Third_and_Fourth_floors_of_the_YMCA_use.png,"bathing cap, swimming cap (0.34), bikini, two-piece (0.22), unicycle, monocycle (0.15), maillot, tank suit (0.05)"
This_is_the_site_of_a_Civil_War_encampment__There.png,"prison, prison house (0.34), picket fence, paling (0.29), palace (0.06), boathouse (0.04), castle (0.04)"
Formerly_posted_as__Old_Town_Cemetery____This_was.png,"palace (0.31), church, church building (0.16), castle (0.04), dome (0.03), tile roof (0.03)"
The_first_floor_is_haunted_primarily_by_the_guest.png,"prison, prison house (0.27), shoji (0.25), sliding door (0.17)"
The_back_elevator_at_Pope_John_is_certainly_very_c.png,"prison, prison house (0.89)"
Has_several_haunts__It_is_said_to_have_a_tunnel_ru.png,"comic book (0.48), book jacket, dust cover, dust jacket, dust wrapper (0.30), pillow (0.02)"
The_warden_s_wife_was_supposedly_killed_in_front_o.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_school_closed_about_10_years_ago__and_to_this.png,"birdhouse (0.65), boathouse (0.15), barn (0.05)"
Old_State_Mental_Hospital___after_being_closed_in.png,"prison, prison house (0.78), barbershop (0.02)"
Late_night_workers_and_some_day_employees_have_see.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Apparitions_of_three_ladies_killed_by_Car_accident.png,"kimono (0.20), suit, suit of clothes (0.15), trench coat (0.12), pajama, pyjama, pj's, jammies (0.08), sarong (0.02)"
The_house_is_a_three_story_house__and_is_filled_wi.png,palace (0.92)
The_school_is_partly_built_in_remaining_buildings.png,"prison, prison house (0.82), monastery (0.16)"
Campers_and_counselors_have_reported_seeing_appari.png,"recreational vehicle, RV, R.V. (0.93)"
Residents_of_this_house_have_reported_several_stra.png,"palace (0.64), castle (0.16)"
When_you_drive_there__your_car_will_automatically.png,"boathouse (0.91), palace (0.03)"
Witnesses_have_heard_loud_footsteps_and_opening_an.png,"church, church building (0.70), barn (0.20)"
Sackett_Hall___In_one_of_the_rooms_is_the_sight_of.png,"studio couch, day bed (0.12), home theater, home theatre (0.10), shoji (0.10), restaurant, eating house, eating place, eatery (0.04), pool table, billiard table, snooker table (0.04)"
Old_Widow_Hudson_can_be_seen_walking_around_as_a_g.png,"palace (0.20), park bench (0.10), obelisk (0.10), church, church building (0.07), flagpole, flagstaff (0.04)"
Across_from_carousel__on_the_beach_front__It_was_a.png,"passenger car, coach, carriage (0.11), streetcar, tram, tramcar, trolley, trolley car (0.10), dome (0.07), library (0.05), pole (0.05)"
The_Dallas_Mill_was_built_in_1891_and_burned_down.png,"palace (0.57), library (0.13), monastery (0.04), castle (0.04), prison, prison house (0.03)"
In_the_1800_s_a_man_stayed_in_the_Inn_and_in_the_m.png,"paddlewheel, paddle wheel (0.47), prison, prison house (0.24), boathouse (0.04), palace (0.03), picket fence, paling (0.02)"
Beaver_Creek_State_Park___Esther_Hale_has_allegedl.png,"boathouse (0.90), barn (0.05)"
A_figure_of_a_ghost_was_seen_in_the_auditorium_of.png,"carton (0.38), pillow (0.14), book jacket, dust cover, dust jacket, dust wrapper (0.12), envelope (0.07), comic book (0.02)"
The_store_was_robbed_and_two_of_the_employees_and.png,"bookshop, bookstore, bookstall (0.73), library (0.05), tobacco shop, tobacconist shop, tobacconist (0.02)"
Freedlander_Theatre___People_dressed_in_clothes_fr.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.64), restaurant, eating house, eating place, eatery (0.08), barbershop (0.05), bookshop, bookstore, bookstall (0.03), bakery, bakeshop, bakehouse (0.03)"
When_you_drive_by_the_cemetery__you_can_sometimes.png,"barn (0.29), alp (0.25), church, church building (0.15), picket fence, paling (0.12), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Shackelford_Hall___CONDEMNED___A_girl_named_Sally.png,"library (0.51), prison, prison house (0.22), window shade (0.09), palace (0.03), bookshop, bookstore, bookstall (0.02)"
Tuskegee_Army_Airfield___During_WWII__the_army_bui.png,"picket fence, paling (0.28), patio, terrace (0.07), dam, dike, dyke (0.05), pier (0.05), palace (0.03)"
Early_in_the_morning_strange_sounds_can_be_heard_i.png,"barn (0.65), boathouse (0.11), church, church building (0.06)"
Zech_road___half_erect_barn_that_burnt_down_in_the.png,barn (0.93)
A_long_time_ago__a_man_was_up_on_one_of_the_racks.png,"barn (0.54), rocking chair, rocker (0.14), sliding door (0.03), lumbermill, sawmill (0.02), prison, prison house (0.02)"
People_get_feelings_of_being_touched__and_there_ar.png,"sunscreen, sunblock, sun blocker (0.08), park bench (0.04), hair spray (0.02), jersey, T-shirt, tee shirt (0.02), cellular telephone, cellular phone, cellphone, cell, mobile phone (0.02)"
on_Brubaker_Rd__A_lady_and_her_baby_died_on_this_c.png,"boathouse (0.56), barn (0.13), picket fence, paling (0.07), greenhouse, nursery, glasshouse (0.03), mobile home, manufactured home (0.02)"
Many_years_ago__the_janitor_of_Whitmer_High_School.png,"totem pole (0.31), church, church building (0.09), dome (0.04), pole (0.04), airship, dirigible (0.02)"
A_Student_was_in_the_high_school_auditorium__He_we.png,"mobile home, manufactured home (0.34), picket fence, paling (0.07), trench coat (0.03), jean, blue jean, denim (0.03), lab coat, laboratory coat (0.02)"
Supposedly__there_was_a_man_who_was_building_a_hou.png,"church, church building (0.64), prison, prison house (0.07), book jacket, dust cover, dust jacket, dust wrapper (0.04), picket fence, paling (0.03), castle (0.02)"
Reported_to_be_one_of_the_most_haunted_buildings_i.png,"palace (0.45), monastery (0.07), mobile home, manufactured home (0.05), boathouse (0.04), picket fence, paling (0.04)"
old_man_blood_killed_many_families_and_hung_there.png,"prison, prison house (0.64), book jacket, dust cover, dust jacket, dust wrapper (0.12), comic book (0.10), guillotine (0.04)"
The_Ghost_of_actor_Victor_Killian__roams_the_sidew.png,"mask (0.44), fur coat (0.12), ski mask (0.11), sunglasses, dark glasses, shades (0.02)"
There_is_this_old_bridge_in_Vermilion__It_s_abando.png,"steel arch bridge (0.34), suspension bridge (0.22), pier (0.19), dam, dike, dyke (0.08), viaduct (0.02)"
Reports_of_ghosts_in_theater__2_and_an_uneasy_feel.png,"monastery (0.50), prayer rug, prayer mat (0.04), vault (0.03), palace (0.03), church, church building (0.03)"
Once_a_thriving_woolen_mill__it_is_now_a_museum_an.png,"prison, prison house (0.40), monastery (0.30), castle (0.04), palace (0.02)"
The_sutro_baths_have_quite_a_history_behind_them_.png,"greenhouse, nursery, glasshouse (0.58), prison, prison house (0.16), vault (0.03)"
Several_workers_complain_to_co_workers_at_seeing_g.png,"lumbermill, sawmill (0.51), prison, prison house (0.24), paintbrush (0.06), broom (0.05)"
A_house_that_a_witch_lives_in_is_said_to_attract_m.png,"church, church building (0.71), book jacket, dust cover, dust jacket, dust wrapper (0.07), fire screen, fireguard (0.04), altar (0.03), jigsaw puzzle (0.02)"
Todd_Hall__For_Halloween_they_gave_a_haunted_tour.png,"book jacket, dust cover, dust jacket, dust wrapper (0.42), church, church building (0.40), castle (0.03)"
A_woman_in_white_roams_the_halls__a_nurse_with_a_c.png,"cloak (0.33), vestment (0.30), altar (0.08), vault (0.03)"
A_figure_can_be_seen_standing_in_the_windows__as_w.png,"prison, prison house (0.36), academic gown, academic robe, judge's robe (0.22), cloak (0.07), abaya (0.04), mortarboard (0.03)"
the_canal_here_in_willows_is_the_place_of_many_dea.png,boathouse (0.92)
It_s_said_that_years_ago__I_ve_heard_both_the_1800.png,"boathouse (0.40), picket fence, paling (0.11), church, church building (0.05), lakeside, lakeshore (0.03), greenhouse, nursery, glasshouse (0.02)"
Abandoned_haunted_mansion_where_doors_creaked_and.png,"vault (0.37), prison, prison house (0.12), altar (0.08), fire screen, fireguard (0.05), monastery (0.05)"
It_is_a_cemetery_about_4_miles_outside_of_the_town.png,"megalith, megalithic structure (0.57), totem pole (0.19), pole (0.02), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Passed_residents_walking_up_and_down_the_halls__st.png,"abaya (0.35), prison, prison house (0.23), monastery (0.04), cloak (0.04), vault (0.03)"
An_apparition_of_a_blond_blue_eyed_man_has_been_se.png,"gown (0.67), overskirt (0.02)"
Errol_Flynn_s_Former_Estate___Residents_in_the_nei.png,"lakeside, lakeshore (0.59), patio, terrace (0.18), monastery (0.04), restaurant, eating house, eating place, eatery (0.04), palace (0.03)"
Lights_in_the_upper_room_come_on_and_off_for_no_re.png,"prison, prison house (0.36), vault (0.33), monastery (0.04)"
Reports_of_seeing_2_people_flying_towards_cars_at.png,"church, church building (0.96)"
On_June_24__1848_James_Marshall_found_2_nuggets__T.png,"castle (0.50), monastery (0.11), palace (0.04), church, church building (0.03), prayer rug, prayer mat (0.02)"
the_hauntings_take_place_between_11pm_and_4am__You.png,"palace (0.53), castle (0.07), church, church building (0.07), bell cote, bell cot (0.04), dome (0.04)"
Many_stories_abound_around_the_haunting_here__the.png,"palace (0.54), church, church building (0.20), picket fence, paling (0.03), boathouse (0.02), castle (0.02)"
Students_and_coaches_have_heard_people_playing_bas.png,"volleyball (0.30), lumbermill, sawmill (0.06), soccer ball (0.06), maypole (0.06), basketball (0.05)"
Hanson_Tuberculosis_Hospital___there_is_a_strong_p.png,"prison, prison house (0.71), bannister, banister, balustrade, balusters, handrail (0.03)"
Story_has_it_that_an_old_lady_lived_in_the_old_hom.png,barn (0.98)
On_night_there_were_a_few_children_playing_hide_an.png,"church, church building (0.19), boathouse (0.10), organ, pipe organ (0.08), birdhouse (0.06), book jacket, dust cover, dust jacket, dust wrapper (0.06)"
It_is_an_abandon_hospital_there_is_green_light_tha.png,"vault (0.55), prison, prison house (0.26), window shade (0.02)"
This_is_the_house_of_murderer_Lizzie_Borden_s__law.png,"picket fence, paling (0.59), church, church building (0.08), window screen (0.04), beacon, lighthouse, beacon light, pharos (0.04), birdhouse (0.02)"
Upstairs_is_haunted_by_a_woman_in_a_Victorian_blac.png,"bannister, banister, balustrade, balusters, handrail (0.81), coil, spiral, volute, whorl, helix (0.03)"
Stuart_Hall___This_Vacant_dorm_located_on_Kent_Sta.png,"library (0.90), palace (0.03)"
It_s_a_very_small_library__with_rotating_librarian.png,barn (0.96)
Located_in_Blue_Ash__a_suburb_of_Cincinnati__Satan.png,"picket fence, paling (0.46), mobile home, manufactured home (0.08), boathouse (0.07), library (0.05), window shade (0.04)"
The_whole_stretch_of_road_leading_to_this_cemetery.png,"unicycle, monocycle (0.13), mailbox, letter box (0.07), car mirror (0.07), shopping cart (0.04), park bench (0.04)"
Feathers_and_Fur___Sounds_and_sightings__Shadows_t.png,"Egyptian cat (0.18), four-poster (0.14), tabby, tabby cat (0.06), studio couch, day bed (0.06), mosquito net (0.05)"
aka_Chateau_LaRoche__never_completed____which_is_3.png,"castle (0.89), church, church building (0.02), palace (0.02)"
People_s_muffled_voices_early_morning_hours_and_th.png,"prison, prison house (0.35), punching bag, punch bag, punching ball, punchball (0.06), pay-phone, pay-station (0.06), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.04), accordion, piano accordion, squeeze box (0.03)"
Porter_College___The_Meadow___The_third_spirit_is.png,"barn (0.70), boathouse (0.16)"
In_the_quad_by_the_lunch_tables_there_sits_a_littl.png,"church, church building (0.69), monastery (0.05), bell cote, bell cot (0.02)"
Unexplainable_things_occur_here__You_hear_chanting.png,"prison, prison house (0.34), park bench (0.16), monastery (0.11), cliff dwelling (0.03), vault (0.03)"
International_Restaurant__above_the_main_entrance.png,"restaurant, eating house, eating place, eatery (0.92)"
Wilson_Hall____Doors_unlock_by_themselves__Alarm_c.png,"prison, prison house (0.85)"
Near_the_village___Now_abandoned_and_dilapidated_.png,"monastery (0.76), prison, prison house (0.09)"
The_Bradford_Sanitarium_was_Built_in_the_late_1920.png,"pole (0.65), totem pole (0.06), street sign (0.04), obelisk (0.02)"
There_is_three_ghosts_in_this_theater__One_lives_b.png,"vault (0.69), church, church building (0.09), organ, pipe organ (0.07), altar (0.03)"
A_physical_presence_has_been_felt_by_many_who_ente.png,"prison, prison house (0.88), vault (0.05)"
People_often_state_they_have_seen_people_wandering.png,"barn (0.42), picket fence, paling (0.21), mobile home, manufactured home (0.05), church, church building (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
Girard_School_used_to_stand_on_the_south_end_of_Sa.png,"barn (0.54), gas pump, gasoline pump, petrol pump, island dispenser (0.14), prison, prison house (0.05), water tower (0.03)"
the_old_department_store_is_haunted_by_a__merry__s.png,"prison, prison house (0.55), vault (0.19), library (0.13)"
at_this_cemetery_there_are_many_weird_and_unusual.png,"picket fence, paling (0.25), megalith, megalithic structure (0.18), worm fence, snake fence, snake-rail fence, Virginia fence (0.18), church, church building (0.05), castle (0.03)"
A_Dark_man_that_stalks_the_brick_buildings_on_a_ba.png,"prison, prison house (0.82), vault (0.08)"
Sounds_of_music_and_dancing_are_heard_in_the_aband.png,"jigsaw puzzle (0.40), comic book (0.30), tray (0.02)"
There_is_a_ghost_here_that_was_once_a_janitor_work.png,"mobile home, manufactured home (0.79), picket fence, paling (0.02), barn (0.02)"
It_is_reported_from_several_students_that_a_teenag.png,"palace (0.21), boathouse (0.11), monastery (0.10), viaduct (0.08), castle (0.07)"
This_house_is_located_in_the_middle_of_a_strawberr.png,"picket fence, paling (0.73), boathouse (0.06), mobile home, manufactured home (0.03), church, church building (0.03), lakeside, lakeshore (0.02)"
There_is_a_small_pass_that_connects_two_graveyards.png,"barn (0.51), boathouse (0.30), picket fence, paling (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
Reports_of_a_ghostly_semi_truck_is_said_to_drive_a.png,"palace (0.46), cloak (0.16), picket fence, paling (0.12), abaya (0.02), church, church building (0.02)"
A_mother_and_her_two_children_died_here_in_Room_21.png,"hoopskirt, crinoline (0.40), fur coat (0.34), gown (0.04), overskirt (0.02)"
Behind_the_actual__ghost_town__the_pitted_landscap.png,"prison, prison house (0.22), barn (0.13), groom, bridegroom (0.06), suit, suit of clothes (0.05), lumbermill, sawmill (0.04)"
Bathroom_towel_dispensers_are_heard_being_used_and.png,"soap dispenser (0.94), switch, electric switch, electrical switch (0.04)"
the_light__Near_oxford_their_is_a_place_called_hue.png,"church, church building (0.36), barn (0.23), boathouse (0.05), picket fence, paling (0.03), thatch, thatched roof (0.02)"
Sorority_house___Sisters_who_live_in_the_sorority.png,"maillot (0.25), miniskirt, mini (0.14), jean, blue jean, denim (0.07), maillot, tank suit (0.05), studio couch, day bed (0.04)"
Deb_Fennel_Auditorium___Stories_of_a_ghost_that_in.png,"vault (0.16), viaduct (0.13), patio, terrace (0.12), monastery (0.09), folding chair (0.08)"
The_gym_is_haunted_by_some_children__Many_people_a.png,"turnstile (0.51), rocking chair, rocker (0.14), folding chair (0.06), barber chair (0.02), forklift (0.02)"
The_tavern_is_said_to_be_haunted_by_a_spirit_who_w.png,"restaurant, eating house, eating place, eatery (0.19), tile roof (0.14), barn (0.07), palace (0.07), church, church building (0.06)"
Noises_heard_in_boys_locker_room__You_can_hear_loc.png,"prison, prison house (0.34), library (0.17), sliding door (0.03), safe (0.02), turnstile (0.02)"
In_the_50s_or_60s_a_small_plane_with_a_man__his_wi.png,"church, church building (0.23), mobile home, manufactured home (0.22), picket fence, paling (0.11), beacon, lighthouse, beacon light, pharos (0.05), monastery (0.04)"
Formerly_listed_in_Mobile__Satsuma___This_is_less.png,palace (0.74)
a_lady_that_floats_at_night_in_the_cemetery_she_ca.png,"book jacket, dust cover, dust jacket, dust wrapper (0.43), fountain (0.05), boathouse (0.05), church, church building (0.03), jigsaw puzzle (0.03)"
