Filename,Caption
On_the_Northeast_corner_of_Zoar_is_a_church__Behin.png,a large building with a clock on top of it .
This_house_was_built_in_the_1800_s__The_family_tha.png,a clock tower in the middle of a park .
People_who_visit_this_place_always_have_the_feelin.png,a close up of a black and white bird
From_the_moment_you_see_this_place_you_know_its_ha.png,a group of people standing in front of a clock .
In_the_early_1950_s__a_little_girl_fell_from_the_c.png,a black and white photo of a person on a laptop .
_Players__is_supposedly_haunted_by_Normie_the_frie.png,a black and white photo of a person on a laptop .
Located_a_block_down_the_hill_from_the_former_Iowa.png,a red fire hydrant in front of a building .
It_s_called_Payton_s_place_and_it_s_very_hard_to_f.png,a group of people standing on top of a tennis court .
Blackbeard_Point_was_named_after_the_famous_pirate.png,a person on a surfboard in the water .
In_the_early_1970_s__two_college_students_were_hit.png,a wooden table topped with a vase filled with flowers .
Back_in_the_1960_s__a_teenaged_girl_could_not_acce.png,a collage of photos showing a man holding a frisbee .
The_Lavender_Lady_is_one_about_a_woman_who_loved_t.png,a group of stuffed animals are on display .
The_ghost_of_a_female_janitor_roams_the_halls_of_t.png,a large building with a large clock on it 's side .
A_girl_hung_herself_in_the_girls_locker_room_at_th.png,a black and white photo of a person on a laptop .
Reported_to_be_haunted_by_an_ex_Vice_Principal__Th.png,a man holding a frisbee in his hands .
there_is_a_haunted_farm_house_with_a_silo__The_leg.png,a room with a bed and a dresser
At_night_when_the_janitors_are_working_they_hear_t.png,a large clock mounted to the side of a building .
A_condominium_in_which_an_elderly_lady_died__One_o.png,a red brick building with a clock on it .
This_house_was_built_along_time_ago_back_when_are.png,a tall brick building with a clock on it 's side .
The_Pagoda___The_Pagoda_used_to_be_the_trolley_ter.png,a clock mounted to the side of a building .
A_night_nurse_reported_seeing_a_former_deceased_ca.png,a black and white photo of a person on a laptop .
Theater___In_the_theatre_the_curtains_sway_when_no.png,a group of people standing next to each other .
A_woman_murdered_in_the_park_by_her_preacher_husba.png,a man holding a cell phone up to his ear .
This_used_to_be_a_family_run_theater__The_family_i.png,a store with a lot of food on it
Dark_Park___It_is_said_that_two_little_boys_haunt.png,a black and white photo of a person on a laptop .
Old_Stoco_Jr__High___Voices__footsteps__echoes__an.png,a window with a wooden bench in front of it .
Certain_nights__none_in_particular__you_can_here_p.png,a group of people standing next to each other .
State_Mental_Institution_well_known_for_its_experi.png,a crowd of people walking down a street .
This_is_a_Bed_and_Breakfast_over_a_hundred_years_o.png,a clock tower in the middle of a town .
the_ghost_of_John_Henry_haunts_this_tunnel_where_h.png,a black and white photo of a person on a laptop .
there_ones_was_a_little_girl_that_died_of_an_illne.png,a black and white photo of a person on a laptop .
The_third_floor_of_this_High_School_was_used_as_a.png,a red stop sign sitting on the side of a building .
Devils_Bridge___Laporte_border___It_is_said_that_i.png,a close up of a train on a train track
sometimes_at_night_the_lights_will_turn_on_and_off.png,a black and white photo of a television set
Parker_Auditorium_has_been_haunted_by_the_ghost_of.png,a large building with a clock on it .
2_kids_run_in_front_of_cars__usually_at_midnight_.png,a black and white photo of a person on a laptop .
Reports_of_a_ghost_of_a_large_man_sitting_in_the_l.png,a black and white photo of a person on a laptop .
The_school_is_going_to_be_100_years_old_this_year.png,a small boat in a body of water
Once_in_the_1930_s_a_worker_fell_into_the_silo_ful.png,a large clock tower towering over a city .
once_a_jailhouse_for_criminal_miners__people_claim.png,a black and white photo of a person on a laptop .
The_Corner_Room____From_one_of_the_staff__the_corn.png,a teddy bear sitting on top of a wooden bench .
The_restaurant_was_originally_two_houses_that_late.png,a building with a large clock on it
Sometimes_if_you_go_there_you_will_see_ghost_of_pe.png,a black and white photo of a person on a laptop .
This_house_dates_back_to_1840__and_has_been_occupi.png,a room with a bed and a window
Wayside_is_the_oldest_still_running_in_America__Th.png,a boat in the middle of a river .
People_have_claimed_to_hear_strange_noises__and_se.png,a black and white photo of a person on a laptop .
Strange_sounds_and_footsteps_have_been_heard_in_th.png,a person sitting on a bench in front of a building
The_apartment_building_use_to_be_a_an_old_funeral.png,a tall building with a clock on it
On_the_border_of_White_Plains__NY_and_possibly_New.png,a picture of a tv on a wall .
You_can_here_a_woman_screaming_for_her_baby_that_k.png,a close up of a clock on a table
T_N_T__area___Called_T_N_T__area_because_the_U_S_.png,a sign that says `` <UNK> '' in front of a building .
Late_at_night_often_during_the_winter_months_shado.png,a clock on a building with a sky background
this_is_the_place_were_witnesses_have_encountered.png,a large building with a clock on it .
A_home_that_is_now_torn_down__used_to_be_a_hospita.png,a group of people sitting on a bench next to a tree .
A_nightclub_that_is_believed_to_be_haunted__It_was.png,a group of people standing next to a train .
Update__Has_been_torn_down___abandoned_about_five.png,a giraffe standing in front of a building .
old_Bellmore_schoolhouse_ruins___In_the_ground_of.png,a large building with a clock tower on top .
The_place_is_a_big_Japanese_garden_and_at_night_yo.png,a bunch of different colored vases on a table
Many_reports_of_ghostly_walking__doors_opening_and.png,a picture of a person in a mirror .
Soldiers_Memorial_Theatre___There_are_concerts_hel.png,a group of people standing next to each other .
It_is_said_that_one_of_the_large__stone_covered_gr.png,a bench sitting in front of a building .
Aspenvale_Cemetery_is_a_Civil_War_Cemetery_There_a.png,a row of wooden benches sitting next to each other .
Possible_Urban_Legend___There_was_a_family_driving.png,a bunch of suitcases that are stacked on top of each other .
Owned_by_the_first_mayor_of_Danville_who_then_sold.png,a close up of a person holding a pair of scissors
Little_Africa___Rumor_is_that_there_are_several_pl.png,a black and white photo of a person on a laptop .
a_turn_of_century_building_where_the_spirit_of_a_y.png,a group of people standing next to each other .
home_Thomas_Jefferson___Monticello_employees_have.png,a close up of a cake on a table
The__Pest__House____This_house_was_a_quarantined_p.png,a group of people standing next to each other .
A_nine_year_old_girl_is_said_to_have_fallen_to_her.png,a close up of a person with a suit case
The_Fischer_Building_was_originally_8_stories_tall.png,a row of wooden benches sitting next to each other .
The_spirits_of_maids_are_know_to_haunt_this_mansio.png,a large building with a clock on it .
After_the_sun_starts_to_set_and_housekeeping_has_l.png,a black and white photo of a person on a laptop .
Highway_59___Cemetery_is_haunted_by_the_spirit_of.png,a person riding a skate board on a rail
Central_Baptist_Church___Mysterious_sounds__slammi.png,a close up of a person holding a tennis racket
Veterans_Hospital__On_the_third_floor_of_the_build.png,a room filled with lots of different colored umbrellas .
Reported_to_be_haunted_recently_by_a_young_Hispani.png,a black and white photo of a person on a laptop .
Old_cemetery_that_has_haunted_caves__A_werewolf_an.png,a close up of a person holding a cell phone
Graceland_House___Also_known_as_Graceland_Halliehu.png,a red brick building with a clock on it .
A_woman_form_Spain_came_to_live_in_the_house_with.png,a living room filled with furniture and a fire place .
Ask_any_hospital_employee_that_has_worked_at_Sierr.png,a close up of a person holding a cell phone
It_is_said_that_if_you_go_to_the_grainery_in_mid_d.png,a group of different colored ties hanging on a wall .
Stokely_Mansion___An_apparition_of_a_man_walking_a.png,a large building with a clock on it
Another_historic_building_on_South_8th_Street_in_N.png,a red fire hydrant sitting on the side of a road .
It_is_right_across_the_street_from_the_Biograph_Th.png,a picture of a clock on a wall .
___WARNING____Was_once_a_tourist_attraction_for_hi.png,a group of men standing next to each other .
7th_Avenue___Many_ghosts_have_been_sighted_along_t.png,a large clock tower towering over a city .
The_library_is_haunted_by_the_spirit_of_a_young_ma.png,a living room filled with furniture and a flat screen tv .
a_man_who_escaped_from_a_mental_institution_hid_in.png,a red and white train on a train track
A_few_miles_south_of_Lake_City__there_is_an_old_bo.png,a cat sitting on top of a window sill .
Doors_have_been_known_to_open_and_shut__and_a_figu.png,a collage of photos with a sign and a clock
On_the_second_floor_of_the_hospital_there_is_a_lit.png,a large clock mounted to the side of a building .
A_ghostly_police_officer_from_the_1950_s_sits_insi.png,a black and white photo of a person on a laptop .
Strange_noises_are_being_heard_such_as_growling_no.png,a black and white photo of a person on a laptop .
A_dog_by_the_name_of_bud_got_sick_one_day_and_so_h.png,a group of people standing in front of a sign .
according_to_an_article_in_the_Des_Moines_Register.png,a row of white urinals mounted to a wall .
There_is_an_old_graveyard_that_dates_back_at_least.png,a black and white photo of a person on a laptop .
There_is_a_small_Civil_War_cemetery_next_to_the_La.png,a street sign with a building in the background
A_young_boy_was_killed_backstage_when_a_hot_water.png,a close up of a person holding a cell phone
This_road_is_between_Millstadt_and_Belleville_off.png,a person holding an umbrella in the rain .
This_Old_homestead_was_the_first_homestead_in_Kitt.png,an old church with a large clock tower .
Alexandria_INOVA_hospital_is_built_on_the_site_of.png,a red and white train on a train track
The_shadow_of_a_very_tall_man_makes_occasional_app.png,a close up of a person holding a tennis racket
C__Y__Stephens_Auditorium___The_auditorium_is_haun.png,a picture of a person in a room .
Miller_Hall__was_a_Civil_War_hospital_and_many_civ.png,a large building with a clock on it .
Beckly_Courthouse___There_is_believed_to_be_a_myst.png,a large building with a large clock tower .
the_original_site_of_the_San_Albino_Church__The_re.png,a group of people standing in front of a building .
Witnesses_have_claimed_to_hear_strange_voices_and.png,a black and white photo of a person on a laptop .
Have_been_reports_from_witnesses_upon_entering_thi.png,a group of dogs standing next to each other .
February_2004_Update__A_group_of_investigators_too.png,a stop sign with a street sign attached to it .
Aditorium___They_have_said_of_a_story_about_the_au.png,a large building with a clock on it .
This_area_of_town_called__Weston_Village__is_a_hou.png,a bunch of different colored signs hanging from a ceiling .
The_seventh_grade_teacher_took_a_picture_of_the_vo.png,a close up of a street sign with a sky background
at_midnight_you_can_hear_the_headless_horsemen__Th.png,a group of people standing next to each other .
When_inside_the_gates_you_get_the_feeling_you_are.png,a bathroom with a mirror and a sink
This_building_is_said_to_be_one_of_the_most_haunte.png,a crowd of people walking down a street .
Lily_Fairchild_heard_a_ghost_named_Roberto__talk_t.png,a black and white photo of a person on a laptop .
Strange_mists_and_fogs_hover_above_this_sinister_c.png,a close up of a cake on a table
An_outdoor_swimming_pool_was_once_located_at_the_s.png,a black and white photo of a white toilet
Mechanists_Hall_used_to_be_a_school__but_now_is_so.png,a black and white photo of a person on a laptop .
Lake_Prairie_Cemetery___Mists__orbs_of_light__and.png,a bench sitting in the middle of a park .
February_2007__The_property_has_been_removed_by_re.png,a cat sitting on top of a window sill .
Macon_Woman_s_College__A_girl_was_murdered_on_camp.png,a black and white photo of a person on a laptop .
Late_at_night_when_all_is_quiet_in_the_southeaster.png,a living room with a couch and a table
Simpkins_Hall___This_building_is_the_second_oldest.png,a living room with a couch and a table
A_few_people_have_seen_two_young_girls_in_flowing.png,a black and white photo of a person on a laptop .
A_student_hung_himself_here_long_ago_and_has_been.png,a black and white photo of a person on a laptop .
Apparitions_of_3_little_girls_walking_and_talking_.png,a clock tower in the middle of a city .
The_Vennum_House_in_is_connection_with_the_below_m.png,a man is standing in front of a building
Two_experienced_hunters_have_claimed_to_have_encou.png,a black and white photo of a person on a laptop .
Rag_Doll_cemetery_is_not_behind_the_airport_it_is.png,a row of surfboards sitting on top of a beach .
Toilets_flush_when_no_one_is_there__lockers_slam_a.png,a bunch of different types of scissors on a table .
a_stone_garden_is_found_there__one_rock_is_found_f.png,a black and white photo of a person on a laptop .
It_is_located_in_the_outskirts_of_Pendleton__India.png,a couple of giraffe standing on top of a lush green field .
It_s_the_only_extant_log_church_in_Iowa_now__There.png,a large building with a clock on it .
Reports_of_a_purple_orb_seen_.png,a large white bed with a white sheet on it .
It_is_said_that_several_stores_in_this_mall_are_to.png,a red and white truck parked in front of a building .
If_you_go_out_there_anytime_at_you_can_hear_a_soun.png,a display case in a store filled with lots of bottles .
When_you_walk_through_it_at_night_you_ll_see_on_so.png,a man is riding a motorcycle in a car .
This_is_an_old_bridge_located_on_back_roads_headin.png,a picture of a stop sign in the dark .
A_slave_owner_from_the_1800_s_beat_one_of_his_slav.png,a black and white photo of a person on a laptop .
Old_army_ammunition_plant__Ghost_cars_are_heard_bu.png,a blue and white bus parked in a field .
Located_at_the_end_of_Menaul_in_the_foothills__You.png,a horse grazing on a lush green hillside .
Other_than_the_fact_that_it_s_a_Middle_School__thi.png,a view of a boat in the water .
this_house_used_to_be_on_the_SE_side_of_town_and_w.png,a building with a clock on the front of it .
Many_years_ago__a_little_boy_was_killed_by_the_nea.png,a close up of a pair of scissors
If_you_sit_out_on_the_road_for_a_little_bit_with_y.png,a close up of a pair of scissors
If_you_go_there_to_take_a_look_at_the_tombstones_y.png,a bunch of different colored vases on display
It_is_said_that_Tillie__a_small_Czech_girl__can_be.png,a black and white photo of a person on a laptop .
A_rumor_around_here_says_that_the_spirit_of_a_12_y.png,a black and white photo of a person on a laptop .
On_the_top_of_a_hill_stands_an_old_white_house_whi.png,a large building with a clock on it
strange_happenings_such_as_doors_slamming_and_seat.png,a close up of a pair of scissors
It_is_said_that_there_is_a_cemetery_in_between_Ful.png,a black and white photo of a person on a laptop .
Lawther_Hall_____Was_believed_to_be_haunted_by_the.png,a large building with a clock tower on top .
This_site_is_located_off_of_River_Road__on_your_wa.png,a large building with a large clock tower .
There_is_a_gravestone_with_a_carving_of_a_face_her.png,a clock on a wall in a room
If_you_walk_by_the_willow_tree_it_is_said_that_you.png,a dog laying on a bed in a room .
Legend_has_it_that_while_this_school_was_being_bui.png,a close up of a train on a train track
There_have_been_stories_of_a_teacher_who_hung_hers.png,a black and white photo of a person on a laptop .
Every_time_the_room_has_been_remodeled__it_has_suf.png,a large clock mounted to the side of a wall .
The_Folklore_Office___at_Indiana_University_is_rep.png,a black and white photo of a person on a laptop .
Accounts_have_said_that_his_ghost__both_with_a_hea.png,a red stop sign sitting on the side of a road .
On_the_main_campus__one_of_the_original_buildings.png,a fire hydrant on the side of the street .
The_auditorium_is_haunted_by_a_ghost_named___Mikey.png,a black and white photo of a person on a laptop .
At_the_old_high_school_it_is_known_to_be_haunted_i.png,a group of people standing next to each other .
out_in_the_pines_its_like_porter_county_and_LaPort.png,a television with a picture of a man on it .
Cold_spots__the_sound_of_children_crying__and_shad.png,a group of people standing in front of a tv .
Guyer_Opera_House___Guyer_is_know_by_staff_to_be_h.png,a street sign on a pole on a city street
Reports_have_been_made_that_you_can_see_black_shad.png,a crowd of people watching a baseball game .
It_is_said_that_a_young_women_with_her_child_came.png,a black and white photo of a person on a laptop .
At_certain_times_of_year__you_can_hear_the_organ_p.png,a group of people standing in front of a tv .
Stepp_Cemetery___A_lady_appears_sitting_upon_a_tre.png,a park bench sitting in the middle of a park .
also_known_as_Irish_Cemetery___There_is_an_old_cem.png,a couple of giraffes are standing in a field
Supposedly__there_is_a_mansion_in_Watseka_that_is.png,a large building with a clock tower on top of it .
A_long_time_ago__there_was_a_girl_and_her_boyfrien.png,a man sitting on a chair in a room .
The_sanctuary_is_haunted_by_the_ghost_of_a_man_in.png,a large clock mounted to the side of a building .
An_observer_will_notice_an_energy_about_the_grange.png,a large clock tower towering over a city .
Back_in_the_1950_s_a_couple_were_driving_over_a_br.png,a black and white photo of a person on a laptop .
an_apparition_of_a_teenage_boy_dressed_in_black_ha.png,a plane flying over a mountain with a sky background
Padua_Hall___The_fourth_floor_of_Padua_Hall_is_hau.png,a group of people standing in front of a window .
There_is_an_old_lady_seen_in_the_creek_crying_and.png,a black and white photo of a person on a laptop .
Benedictine_Hall___There_is_a_little_room_up_there.png,a room with a bed and a window
Dwenger_Hall___It_is_supposedly_possessed__Student.png,a large clock mounted to the side of a building .
in_the_late_seventies_a_child_was_hit_by_a_car_on.png,a man in a blue shirt is playing tennis
This_beautiful_winery_is_set_up_on_150_acres_previ.png,a group of people standing around a train .
__Colgate_Palmolive_factory___Clarksville__Indiana.png,a train station with a train passing by .
Step_Family_Cemetery__Two_brothers_fought_and_kill.png,a clock on the side of a road in a park .
Reports_have_been_made_of_an_orange_light_coming_t.png,a group of people standing next to each other .
There_is_a_legend_told_about_this_scary_dead_guy_c.png,a black and white photo of a person on a laptop .
In_the_cemetery_is_buried_a_little_girl_that_died.png,a close up of a pair of scissors
There_s_a_girl_who_was_killed_and_thrown_in_the_la.png,a man sitting in a chair in front of a tv .
Alsip_was_once_a_huge_brickyard_for_Chicago__as_we.png,a large building with a large clock on it 's side .
Also_known_as__Monk_s_Castle___an_old_cemetery_whe.png,a blue and white bus parked in front of a building .
Around_the_time_of_the_battle_at_night__soldiers_h.png,a large building with a clock on it
A_man_fell_from_this_railroad_bridge_and_was_kille.png,a person holding a wii remote in front of a television .
Witnesses_have_reported_a_woman_looking_out_of_one.png,a black and white photo of a cat sitting on a window sill .
The_Lyric_has_been_around_for_more_than_75_years_.png,a black and white photo of a person on a laptop .
About_40_years_ago_in_the_rooms_of_this_school_the.png,a large building with a clock on it
McAllister_Cottage___This_location_on_College_Ave_.png,a street sign on a pole on a city street
Burned_down_in_1985___You_take_the_only_road_N_out.png,a bunch of different colored vases on display
This_small_school_is_supposedly_haunted_by_the_gho.png,a train that is sitting on the tracks .
Tour_guides_and_tourists_have_reported_seeing_smal.png,a bench sitting in the middle of a park .
The_green_Lady___in_the_early_1900_s_a_young_woman.png,a woman in a blue dress standing on a bed .
It_is_an_old_colonial_house_on_Wisconsin_Ave__that.png,a clock that is on a wall in a room .
SAE_Fraternity_House___Strange_noises_are_also_pre.png,a large building with a clock on the front of it .
the_cooks_and_janitors_have_reported_seeing_a_ghos.png,a black and white photo of a person on a laptop .
Formerly_listed_under_Elmhurst___In_the_late_70_s.png,a large building with a clock on it .
apparition_has_been_seen_at_the_second_floor_bar.png,a black and white photo of a person on a laptop .
Cole_Hollow_Road_was_the_site_of__Cohomo___Cole_Ho.png,a close up of a frisbee in a field
It_is_said_that_sometime_in_the_early_1920_s_a_lit.png,a black and white photo of a clock tower .
Upstairs_there_is_a_room_used_for_banquets__The_up.png,a group of people sitting on top of a couch .
Part_of_this_facility_is_the_former_summer_home_to.png,a close up of a number of different colored ties
At_night_on_certain_units__especially_segregation_.png,a black and white photo of a man in a suit and tie
Elgin_State_was_a_relic_of_the_1950s_era_of_using.png,a sign that is on the side of a building .
Reported_to_be_haunted_.png,a red and white fire hydrant sitting in the middle of a field .
This_park_is_said_to_be_haunted__There_is_a_buildi.png,a birthday cake with a train on it
Ondrak_Hall____there_have_been_reportings_of_telev.png,a crowd of people standing on top of a green field .
on_the_opening_nights_of_performances_u_can_see_a.png,a black and white photo of a person on a laptop .
In_1992_a_14_year_old_boy_killed_himself_with_a_kn.png,a bottle of beer sitting on top of a table .
Room_18__is_haunted_by_a_man_that_was_killed_after.png,a restaurant with a large window in the background .
It_is_said_that_three_teenagers_hung_themselves_in.png,a bed with a canopy over it in the snow .
During_the_early_1900s_a_young_girl_named_Kate_sta.png,a black and white photo of a man sitting on a bench
There_is_said_to_be_a_young_women_who_was_paddling.png,a large body of water next to a forest .
Reported_in_an_abandoned_140_year_old_house__witne.png,a church steeple with a clock on it .
Workers_have_seen_a_shadow_figure_walk_across_the.png,a black and white photo of a person on a laptop .
A_lil__White_church_off_Logmill_road_has_said_to_b.png,a red stop sign sitting on the side of a road .
A_church_burnt_down_on_this_site_while_in_session_.png,a man sitting in a chair in front of a window .
Historical_Society_of_Porter_County_Old_Jail_Museu.png,a large building with a clock on it .
Bloodcurdling_screams_heard_at_night_sometimes__wa.png,a pair of shoes and a pair of shoes in a room .
If_you_are_in_the_boys_gym_you_may_see_a_man_walki.png,a group of people standing next to each other .
beech_bottom_lady_walks_through_late_at_night_in_s.png,a picture of a person holding a clock .
An_old_lady_named_Marie_came_into_the_store_daily_.png,a close up of a keyboard and a mouse
Some_students_complained_back_in_about_1995_of_the.png,a black and white photo of a person on a laptop .
This_road_is_many_miles_long_and_ends_up_a_dead_en.png,a person riding a skate board on a road
They_say_a_long_time_ago_there_was_a_witch_and_a_w.png,a view of a body of water from a window .
In_the_library_students_have_witnessed_an_old_woma.png,a group of people standing in front of a building .
If_you_go_north_on_State_Road_15_past_where_the_to.png,a group of people sitting on top of a wooden bench .
In_the_middle_of_three_miles_of_woods__is_a_cemete.png,a large building with a clock on it .
Cemetery___The_cemetery_beside_the_park_is_also_ha.png,a statue of a bear sitting on top of a bench .
In_the_mid_70_s_Wauwatosa_West_High_school_was_bei.png,a close up of a person holding a frisbee
There_have_been_many_events_leading_to_paranormal.png,a close up of a sign on a building
The_top_floor_of_the_1_Pennsylvania_street__where.png,a large clock tower towering over a city .
Reports_of_lights_coming_on_at_night_and_go_off_be.png,a group of colorful kites flying in the sky .
Some_people_have_reported_encountering_blue_gowned.png,a close up of a person holding a wii remote
Revolutionary_War_soldiers_have_been_seen_here_.png,a bunch of birds that are on a pole .
Toward_the_back_of_the_cemetery_there_are_five_gra.png,a red fire hydrant in front of a white house .
Civil_War_soldiers_have_been_seen_crossing_the_bri.png,a close up of a person holding a cell phone
Apparent_Time_vortex__portal_which_sends_individua.png,a group of different types of ties on display .
Various_sightings_and_sounds_have_been_reported_th.png,a large clock on a pole on a city street .
The_Page_Family_Mansion_built_in_the_early_1600_s_.png,a group of people standing on top of a lush green field .
5th_Street_Building___A_nun_died_in_the_building_a.png,a man standing in front of a train station .
The_new_gym_that_was_built_in_Shoals__Indiana__is.png,a group of people standing next to a building .
The_Auditorium____of_the_old_Belleville_West_campu.png,a group of people standing in front of a table .
Whitewater___Fricker_Hall___a_ghost_of_a_student_i.png,a large building with a clock on the front of it .
Olin_Sang___the_oldest_dorm_on_campus_there_is_a_g.png,a room that has a clock on the wall .
There_are_three_California_Roads_in_Pekin__The_one.png,a view of a city street from a car .
There_has_been_a_legend_that_a_blue_light_appears.png,a christmas tree with a clock on it
The_Farmer____Construction_began_in_1932_over_fami.png,a group of people standing next to each other .
The_Laughing_Scarecrow___Not_much_is_known_about_t.png,a close up of a stuffed animal on a table
Rag_Doll_Cemetery___A_young_girl__around_the_age_o.png,a pair of scissors sitting on top of a table .
Believed_to_be_haunted_by_Sigfried_who_was_a_priso.png,a large building with a clock on it .
Many_of_the_pictures_taken_there_show_a_little_gir.png,a woman holding a teddy bear in front of a tv .
The_isle_of_Pines__is_an_old_hotel__that_no_longer.png,a black and white photo of a street sign .
weapons_storage_area____is_believed_to_be_haunted.png,a black and white photo of a train
In_the_lower_level_of_the_hospital__the_mental_war.png,a train station with a train on the tracks .
very_old_cemetery_in_the_middle_of_a_cornfield__re.png,a train station with a train passing by .
paranormal_activities_and_sightings_of_apparitions.png,a building with a clock on the front of it
On_the_upper_floor_there_is_an_apparition_of_an_ol.png,a person 's reflection in a mirror in a bathroom .
Mental_health_facility_that_has_call_lights_going.png,a large building with a clock on it
There_is_said_to_be_glowing_rooms_in_unused_portio.png,a group of people sitting on a train platform .
RT__50___On_foggy_full_moon_nights__a_woman_is_see.png,a close up of a person holding a frisbee
Bayliss_hall___501___Story_has_it__a_girl_stayed_a.png,a room with a bed and a tv
County_Road_675_just_past_Crybaby_Bridge___A_lot_o.png,a train traveling through a lush green countryside .
There_is_said_to_be_a_spirit_in_the_chapel_of_St_.png,a room filled with lots of different colored vases .
Recent_janitors_have_been_in_the_building_by_thems.png,a couple of signs that are on a wall .
A_nun_hung_her_self_from_the_balcony_of_the_choir.png,a group of white vases sitting next to each other .
Many_sightings_of_a_little_boy_wandering_in_the_re.png,a person standing in front of an open door .
Tanner_Hall___In_this_building__there_is_a_ghost_o.png,a bathroom with a toilet and a shower
odd_smells_and_noises___The_smell_of_roses__rotten.png,a red double decker bus parked in front of a building .
There_are_a_number_of_ghosts_who_hang_around_the_1.png,a pile of luggage sitting next to each other .
it_was_built_by_Alexander_Moore_Hanna_he_helped_wi.png,a large building with a clock on the front of it .
One_of_the_lecture_halls_which_were_built_in_the_m.png,a room filled with lots of luggage and people .
Reports_of_apparitions_of_people_running__people_s.png,a table with a vase of flowers on it
Back_in_the_far_corner_there_has_been_a_little_boy.png,a black and white photo of a clock tower .
When_your_on_stage_you_can_some_times_hear_strange.png,a building with a clock on the side of it .
Donner_Residence_Hall___The_east_wing_of_Donner_Re.png,a large building with a clock on it .
There_has_been_seen_a_glowing_blue_light_in_a_rest.png,a tv sitting on top of a wooden table .
West_Boggs_Park___Some_nights_after_10_p_m__you_ca.png,a group of kites flying in the sky .
Over_the_years_people_claim_to_have_spotted_glowin.png,a living room filled with furniture and a flat screen tv .
This_college_is_supposedly_haunted_by_the_ghost_of.png,a black and white photo of a person on a laptop .
On_cary_algonquin_road_across_the_street_from_fox.png,a black and white photo of a fire hydrant .
Reports_of_an_apparition_of_the_Lady_that_used_to.png,a room with a couch and a table in it
This_road_is_about_2_miles_south_west_of_Macy_and.png,a man riding a skateboard down a street .
It_is_said_that_if_you_go_into_mecca_from_the_east.png,a large building with a clock on it
Known_to_be_haunted_by_a_young_women_in_period_clo.png,a woman wearing a hat and a tie .
Ioron_Hill___Back_on_the_new_walking_trail_is_the.png,a red and white bus parked in front of a building .
can_be_seen_shooting_across_the_cemetary_very_late.png,a street with cars parked on the side of the road .
Firehouse_located_on_central_and_lake_st__it_is_on.png,a building with a clock on the front of it
The_Clark_Arts_Center____is_said_to_be_haunted_by.png,a red fire hydrant in front of a building .
a_road_the_length_of_a_quarter_mile_long_surrounde.png,a close up of a pair of scissors
One_story_is_there_is_an_old_one_lane_toll_bridge.png,a group of people standing next to each other .
It_is_said_that_a_farmer_believed_his_daughter_was.png,a large building with a clock on it .
was_unoccupied_for_50_years_after_the_owner_commit.png,a bench in front of a brick building .
Damon_Cemetery___Well_this_has_been_in_our_familie.png,a living room filled with furniture and a flat screen tv .
Back_in_the_20_s_people_beleive_a_school_bus_of_ch.png,a black and white photo of a person on a laptop .
It_is_said_that_a_white_apparition_of_a_female_fre.png,a large clock mounted to the side of a building .
Over_the_years_many_children_have_drowned_here_swi.png,a black and white photo of a person on a laptop .
It_s_the_home_of_the_blue_lady__The_story_goes_tha.png,a group of people standing on top of a stage .
formerly_Mead_High_School___In_the_1930_s_when_the.png,a red and white boat sitting on top of a lush green field .
On_the_bank_of_the_Kanawaha_River__at_the_train_de.png,a boat in a body of water
There_is_a_ghost_named_miss_Lucy_who_hunts_rooms_5.png,a stack of books sitting on top of a table .
its_has_been_told_of_a_ghost_coming_out_in_the_roa.png,a black and white photo of a train station .
Clark_Hall_and_Louis_Bennett_Hall_____a_ghost_by_t.png,a pair of scissors sitting on top of a table .
along_an_interstate_stood_an_old_house_that_was_on.png,a person on a snowboard in the snow .
Back_when_the_camp_first_opened__the_campers_would.png,a red and white fire hydrant in front of a building .
A_century_and_a_half_ago_a_church_was_burnt_down_a.png,a large clock mounted to the side of a building .
No_reports_of_deaths_in_this_area_yet_doors_open_a.png,a black and white photo of a park bench
Really_cold_and_erie_feelings_when_you_walk_in_to.png,a large building with a large clock on it 's side .
The_ghost_of_a_Native_American_woman_has_been_seen.png,a pile of luggage sitting on top of a table .
This_historic__local_area_eatery_known_for_its_fam.png,a large building with a large clock on it .
Ambrose_Hall___When_there_are_only_a_few_professor.png,an old fashioned fire hydrant in front of a building .
January_2007_Has_been_removed__False_submission_.png,a black and white photo of a person on a laptop .
Reports_of_orb__moans_and_screams_on_the_runway__U.png,a view of a train station with a train passing by .
natural_phenomena__40_acres_of_land_that_will_not.png,a large building with a clock on it
The_land_of_evil_spirits_invites_you_to_visit_one.png,a close up of a person holding a kite
Has_been_knocked_down__It_was_said_that_this_Maryk.png,a man standing in front of a train .
If_you_spend_the_night_at_the_haunted_motel__you_w.png,a black and white photo of a person on a laptop .
International_House___The_International_House_is_a.png,a living room filled with furniture and a fire place .
Griffin_Cemetery___this_place_was_founded_in_the_e.png,a picture of a computer keyboard and mouse .
Behind_one_of_the_larger_creeks__there_is_an_India.png,a large body of water with a sky background
There_is_a_small__cramped_tunnel_that_runs_under_t.png,a group of people standing in front of a building .
The__South_Annex____The_South_Annex_now_houses_a_D.png,a black and white photo of a person on a laptop .
In_the_auditorium_of_the_former_Portland_High_Scho.png,a close up of a stuffed animal on a table
In_the_old_locker_rooms_what_is_now_just_a_storage.png,a bunch of different types of suitcases on display .
