Filename,Caption
It_is_said_that_a_little_boy_has_been_seen_trying.png,a woman is walking down the street with a suitcase .
The_school_used_to_be_St__Mary_s_industrial_school.png,a black and white photo of a building with a clock tower .
Located_at_One_Loraine_Court__San_Francisco__Origi.png,a black and white photo of a bathroom
Tetherball_courts___They_said_two_kids_were_playin.png,a young boy playing a game of tennis .
This_hospital_has_two_known_spirits_lurking_around.png,a bathroom that has a sink and a mirror in it
People_have_reported_to_touch_some_of_the_trees_in.png,a herd of elephants walking across a lush green field .
After_dark_you_can_SEE_orbs__ectoplasm__etc__There.png,a black and white photo of a person on a laptop .
Reports_of_the_apparition_of_a_male_teenager_hangi.png,a large building with a clock on it
Customers_here_have_reported_countless_instances_o.png,a black and white photo of a man and a woman
Reports_of_doors_slamming__people_running_up_and_d.png,a black and white photo of a building
Screams__Slamming_Doors_in_bathrooms__Apparitions_.png,a black and white photo of a person on a laptop .
when_you_go_on_the_bridge_with_your_car_and_you_tu.png,a woman is walking down the street with a suitcase .
Last_year__during_the_filming_of_VH_1_s__Random_Pl.png,a black and white photo of a living room
A_little_boy_in_the_girls__dorm_looks_over_you_whi.png,a person taking a picture of themselves in a mirror .
Occasionally_on_early_morning_rain_storms__the_spi.png,a group of people riding bikes down a street .
Floor_South____The_story_is_that_some_people_who_h.png,a black and white photo of a man standing in a doorway
Noises_in_the_dead_of_night__heavy_footsteps_and_a.png,a woman holding a teddy bear in her hands .
Reports_of_a_ghost_that_haunts_the_third_floor___s.png,a group of people standing around a train station .
Prospect_Park_in_Redlands_is_known_to_be_haunted_b.png,a giraffe standing in the middle of a forest .
Footsteps_are_seen_on_the_ceiling__strange_shadows.png,a man standing in a room with a skateboard .
this_old_school_built_in_the_early_30_s_there_have.png,a group of people walking down a street next to a building .
Supposedly__a_class_of_children_were_taking_a_fiel.png,a bus is parked in a parking lot .
2_crying_ghosts_dwell_here__and_old_lady_and_a_you.png,a woman sitting on a bed with a teddy bear .
The_Bed___Breakfast_is_haunted_by_the_ghost_of_an.png,a black and white photo of a building with a clock tower .
The_old_abandoned_hospital_can_be_found_off_dirt_r.png,a black and white photo of a building with a giraffe
in_theater_12_you_can_her_little_kids_talking_and.png,a young girl is holding a teddy bear .
There_was_a_mausoleum_made_of_glass_in_this_cemete.png,a black and white photo of a cat looking out a window .
Way_back_in_the_Colonial_days__this_building_used.png,a church steeple with a clock on it .
A_little_boy_is_seen_walking_down_the_hallways__hi.png,a man standing in a hallway with a tie .
Adelaide_cemetery___it_s_been_said_that_a_young_wo.png,a black and white photo of a park bench
This_street_is_haunted_by_the_SANDLADY_of_Pindale.png,a fire hydrant in the middle of a street .
In_the_1970_s__there_was_a_janitor_that_had_been_s.png,a man standing in a hallway with a suitcase .
On_the_night_that_Pawnee_Bill_died__his_shadow_app.png,a tall clock tower with a sky background
People_have_said_to_have_seen_many__Black_Blurs__w.png,a black and white photo of a bed and a chair
Cemetery___A_light_from_the_cemetery_is_seen_every.png,a red fire hydrant sitting on the side of a road .
The_woman_is_silk_and_the_moon_shiner_haunt_this_b.png,a black and white photo of a brick building .
This_used_to_be_an_old_folks_home__Now_it_is_aband.png,an old photo of a building with a clock tower
Reports_of_operating__girls__especially_those_with.png,a black and white photo of a pair of shoes
unexplained_sounds_and_footsteps_are_heard_here_.png,a church with a steeple and a clock tower .
former_Love_Cemetery_and_Columbia_Cemetery__this_g.png,a clock tower in the middle of a park .
Sewer_pipes_running_through_the_Shorecliffs_golf_c.png,a black and white photo of a church .
Doors_close__lights_go_on_by_themselves__Stories_h.png,a black and white photo of a kitchen .
The_KB_toy_store_inside_the_Santa_Anita_Mall_is_sa.png,a man in a suit and tie standing in a kitchen .
The_Tazlina_Lodge_is_not_in_use_anymore__Long_ago_.png,a black and white photo of a church
Many_times_a_night_when_you_drive_home_you_can_see.png,a person riding a skate board on a city street
formerly_posted_as_Empire_Theater___May_2004_Updat.png,a restaurant with a large window in the background .
The_place_in_the_school_that_is_haunted_is_the_boy.png,a black and white photo of a kitchen
if_you_go_into_the_chapel_mausoleum__at_gardens_of.png,a large building with a clock tower on top .
There_is_a_ranch_house_on_Potowattomie_Road_that_i.png,a house that has a house in the background .
Built_in_the_twenties_at_least_4_past_managers_hav.png,a man and a woman standing next to each other .
Located_on_Sacramento_St__in_Chinatown__San_Franci.png,a black and white photo of a bedroom
The_furniture_store_used_to_be_a_grocery_store__an.png,a kitchen filled with lots of counter space .
There_is_a_total_of_three_ghosts_here_at_Neutrogen.png,a black and white photo of a person holding a umbrella
Drayden_residents_tell_many_ghost_stories__One_is.png,a house that has a tree in it
screams_of_a_woman_can_be_heard_at_night__One_witn.png,a black and white photo of a horse
It_is_said_that_the_plantation_owner_rapped_and_ki.png,a red brick building with a clock on it .
Numerous_sightings_of_a_man_standing_at_the_drive.png,a red bus parked in front of a building .
The_cemetery_is_just_over_200_years_old_and_is_the.png,a black and white photo of a park bench
is_said_to_be_haunted_by_a_man_who_had_given_a_per.png,a black and white photo of a man in a mirror
The_Governor_s_Mansion_was_said_to_be_a_School_for.png,a black and white photo of a house with a house
301_N__Baldwin_Avenue_Arcadia__CA_91006__This_once.png,a black and white photo of a building with a clock tower .
The_story_goes_that_a_young_boy_and_his_mom_loved.png,a large building with a clock on it .
not_much_is_known_about_the_old_Hanford_sentinel_b.png,a black and white photo of a brick building
The_old_college_on_old_fort_road_is_a_very_strange.png,a building with a clock on the top of it .
The_spirit_of_a_young_girl_by_the_name_of__Arabell.png,a black and white photo of a man and a dog
A_girl_got_dumped_by_her_boyfriend_and_was_driving.png,a car is driving down a snowy street .
This_is_a_gravel_road_that_is_far_from_the_city__I.png,a red fire hydrant sitting on the side of a road .
the_legend_has_it_that_a_woman_driving_down_a_rura.png,a large body of water with a bridge in the background .
In_the_1930_s__this_church_was_believed_to_be_used.png,a church with a clock on the top of it .
There_is_a_old_cemetery_and_if_you_circle_the_ceme.png,a black and white photo of a park bench
Procter_Valley___park_in_dirt_parking_next_to_fenc.png,a baseball player holding a bat on a field .
Sometimes_at_night_but_only_if_it_is_raining_while.png,a car is driving down the road in the rain .
There_have_been_three_people_that_have_died_on_BHS.png,a tall building with a clock on it .
This_place_is_called__The_1896__by_the_locals__The.png,a black and white photo of a clock tower .
Girls_from_Glenwood_Middle_School_often_get_to_see.png,a woman sitting on a chair in a living room .
Reports_of_something_VERY_creepy_in_the_basement__.png,a black and white photo of a bedroom
Reports_of_walking_up_and_down_stairs_in_any_build.png,a building with a clock on top of it .
Chitactac_Adams_Interpretive_Center__on_Watsonvill.png,a red brick building with a clock on it .
supposedly_haunted__Custer_was_supposedly_to_have.png,a train traveling through a lush green forest .
workers_of_the_store_claim_to_hear_noises_and_toys.png,a store filled with lots of different types of produce .
The_dead_woods___Reports_of_a_little_girl_calling.png,a black and white photo of a polar bear .
Rumors_that_Late_at_night_in_the_Auditorium__Screa.png,a black and white photo of a kitchen
Student_Union___Labor_Day_1999__a_security_guard_h.png,a black and white photo of a train station .
A_young_man_was_shoveling_snow_from_the_roof_of_an.png,a man riding a snowboard down a snow covered slope .
old_Senior_Hall___the_rest_of_the_school_was_recen.png,a bathroom with a sink and a toilet
This_is_a_very_old_church__with_a_cemetery_you_hav.png,a church with a steeple and a clock .
There_have_been_sightings_of_two_ghosts_who_walk_n.png,a vase sitting on top of a wooden table .
Jack_London_s_House___The_feeling_of_the_place_was.png,a black and white photo of a building with a clock tower .
Many_guests_have_reported_seeing_a_women_in_a_whit.png,a black and white photo of a cat on a window sill .
One_day_a_little_boy_was_walking_up_on_Waterdog__a.png,a black and white photo of a group of people on a beach .
Late_at_night_people_see_shadowy_figures_running_t.png,a man riding a skateboard up the side of a ramp .
Lake_George___there_is_a_paranormal_force_that_lur.png,a black and white photo of a house with a house in the background .
This_lovely_mansion_was_once_a_bed_and_breakfast_.png,a group of people standing outside of a building .
Very_creepy_old_school__Overgrown_weeds__vines__an.png,a black and white photo of a building with a clock .
The_ghost_of_a_murderous_slave_is_seen_and_heard_.png,a black and white photo of a man and a woman
The_Crescent_Hotel_used_to_be_a_mental_hospital__A.png,a building with a clock on the side of it .
The_Logan_County_Sheriff_s_Office_and_Jail_have_be.png,a black and white photo of a train station .
Suva_Intermediate_School___A_Janitor_who_committed.png,a black and white photo of a city street
This_is_the_room_now_closed_by_management_due_to_u.png,a bathroom with a toilet and a sink
Theater____there_is_a_ghost_of_a_young_girl_who_ha.png,a black and white photo of a woman in a bathroom
One_of_the_oldest_buildings_in_Annapolis_originall.png,a black and white photo of a city street
Bell_tower_which_was_once_part_of_a_church__now_st.png,a church with a steeple and a clock tower .
Mission_Dining_Room__a_k_a___Spanish_Dining_Room__.png,a living room with a table and chairs
Second_story_room_in_one_of_the_barracks_is_haunte.png,a black and white photo of a bedroom
This_forest_got_its_name_back_in_the_70s_when_kids.png,a person sitting on a rock with an umbrella
There_are_reports_of_feeling_a_hot_breath_on_your.png,a statue of a baseball player holding a bat .
Aunt_Molly_Tilghman_has_been_seen_floating_down_th.png,a black and white photo of a old building
There_is_a_story_of_girl_being_murdered_and_raped.png,a group of people standing around a train station .
has_a_chair_that_has_had_eerie_happenings_the_lady.png,a living room filled with furniture and a fire place .
Walnut___City_Of_Indusry___St__Mary_s_Catholic_Sch.png,a row of white toilets sitting next to each other .
During_the_Civil_War__a_mysterious_lady_in_a_flowi.png,a black and white photo of a man and a woman
Caraway_Hall____People_have_reported_noises_in_the.png,a black and white photo of a building with a clock tower .
Go_north_on_highway_18_towards_Lake_Arrowhead__tur.png,a truck driving down a road next to a forest .
The_basement_is_haunted_By_A_Nun__who_appears_a_nu.png,a pair of scissors sitting on top of a piece of paper .
Reports_of_a_ghost_who_messes_with_the_lights_and.png,a black and white photo of a cat laying on a bed
Supposedly_built_on_a_cemetery_in_the_early_1900_a.png,a black and white photo of a church
while_driving_at_night_around_midnight__a_woman_dr.png,a woman holding a cell phone in her hand .
In_the_graveyard_near_these_streets__there_have_be.png,a fire hydrant on the side of a street .
Reports_of_an_apparition_of_a_man_seen_in_the_balc.png,a black and white photo of a bathroom mirror .
a_few_people_have_came_in_contact_with_a_person_dr.png,a man standing in front of a bathroom mirror .
workers_claim_to_see_little_kids_running_around_th.png,a woman standing in front of a store window .
At_night__you_can_hear_footsteps_and_voices__In_th.png,a black and white photo of a city street .
Horton_Theater____It_is_said_that_there_is_a_ghost.png,a picture of a person taking a picture .
Many_years_ago__when_Christie_School_was_an_orphan.png,a group of people standing in a room .
In_1990__the_station_was_at_a_building_called_The.png,a tall building with a clock on it
in_the_rotunda_shadows_have_been_seen_and_cold_spo.png,a black and white photo of a man in a suit
Catacombs___Before_the_old_mission_style_buildings.png,a black and white photo of a living room
Things_in_trees__Inexplicable_car_accidents__Levit.png,a close up of a person holding a pair of scissors
In_the_1964_earthquake__dozens_of_children_died_he.png,a black and white photo of a street sign .
At_the_sixth_grade_section_of_the_girls_bathroom_o.png,a bathroom with a toilet and a shower .
Place_is_said_to_house_several_spirits_which_have.png,a black and white photo of a brick building .
the_ghost_of_Angela__the_sister_of_the_former_owne.png,a man standing in front of a building .
if_you_are_alone_or_with_one_other_person_on_the_s.png,a living room with a fireplace and a fire place .
In_this_house_there_are_recorded_to_be_two_ghosts.png,a bathroom with a sink and a toilet
Frank_Miller_s_Room____4th_floor__north_east_corne.png,a black and white photo of a living room .
Woman_who_lost_her_lover_committed_suicide_in_the.png,a man in a black shirt is doing a trick
On_any_night__you_will_hear_mumbles_and_objects_li.png,a black and white photo of a small town .
At_night_during_the_Fall_season_a_little_boy_is_se.png,a black and white photo of a person on a skateboard .
The_Mission_Inn_is_an_older__semi_spooky__yet_extr.png,a large building with a clock on it .
Every_night_between_11_30PM_and_midnight__the_door.png,a bathroom with a toilet and a sink
The_original_part_of_the_house_was_built_in_1790_a.png,a red fire hydrant sitting in front of a building .
teachers_have_heard_doors_closing_by_themselves_li.png,a train station with a train on the tracks .
The_sinks_in_every_bathroom_would_turn_on_by_thems.png,a living room filled with furniture and a flat screen tv .
This_building_was_constructed_in_the_1800_s__A_wom.png,a black and white photo of a window with a vase of flowers .
A_woman_dressed_in_a_flowing_gown__somewhat_like_t.png,a woman standing on a beach holding a surfboard .
There_is_said_that_there_is_a_little_girl_roaming.png,a woman holding an umbrella in front of a window .
Weird_things_show_in_photos__such_as_glares_at_nig.png,a woman laying on top of a bed .
When_visiting__cars__in_park__will_move_5_6_ft__fr.png,a car parked on the side of the road .
In_Coloma__CA__there_is_a_famous_Victorian_house_c.png,a black and white photo of a building with a clock tower .
there_is_said_to_be_a_small_girl__maybe_five_to_si.png,a woman sitting on a bench in the water .
During_construction_of_a_new_wing_in_the_center__a.png,a black and white photo of a bathroom .
Reports_of_a_man_in_all_black_with_a_white_face_ha.png,a man standing on a sidewalk next to a building .
There_was_a_sighting_of_a_slow_moving_flying_black.png,a church steeple with a clock on it .
Goldmine_Rd_____It_is_said_that_sometimes_at_night.png,a black and white photo of a living room .
A_Spirit_of_a_man_who_is_dressed_in_the_style_of_t.png,a group of people walking down a street .
There_are_reports_of_everything_and_anything__from.png,a black and white photo of a city street
Many_students_feel_that_when_you_walk_through_the.png,a woman standing in front of a mirror in a bathroom .
As_you_walk_by__you_can_hear_rattling_chains__It_w.png,a black and white photo of a kitchen with a stove
this_ghost___Lydia___has_been_seen_by_numerous_peo.png,a woman in a white dress holding a teddy bear .
shadow_orb_that_manifests_between_23rd_and_24th_St.png,a street corner with a building and a street sign .
right_when_you_go_inside_the_school_there_s_a_tomb.png,a sign that reads `` <UNK> '' on a wall .
Richmond_High_School___Richmond_is_an_old_high_sch.png,a black and white photo of a train station .
The_wood_carving_of_a_lady_in_the_women_s_restroom.png,a bathroom with a toilet and a sink
5_years_ago_a_janitor_hung_himself_from_the_balcon.png,a living room with a couch and a table
Trevor_G_Browne_High_School___In_the_early_1990_s_.png,a room that has a table and a chair in it
An_old_bridge_that_was_said_in_the_1800_s_was_used.png,a train traveling over a bridge over a river .
The_ghost_of_a_Confederate_soldier_has_reportedly.png,a black and white photo of a man in a suit
Room_201___This_room_is_haunted_by_a_man_who_died.png,a living room with a couch and a tv
Sutter_Coast_Hospital_Old_site_and_new_ICU_ward__.png,a group of people standing on top of a sandy beach .
There_is_a_ghost_of_a_young_girl_in_a_white_dress_.png,a woman wearing a dress shirt and tie .
When_two_of_the_stylist_were_the_only_ones_in_the.png,a bathroom with a toilet and a sink
Coffee_Shop_Saloon_is_located_near_the_end_of_Main.png,a living room with a couch and a table
In_the_place__is_a_woman_around_20_30_walking_arou.png,a woman standing in a room with a suitcase .
the_place_was_being_cleaned_because_of_new_owners_.png,a fire hydrant in the middle of a field .
It_s_been_rumored_that_ghosts_have_been_sighted_wa.png,a black and white photo of a church with a clock tower .
The_Bethany_House_is_an_old_abandoned_Insane_Asylu.png,a black and white photo of a fire hydrant .
This_used_to_be_Noftsger_Hill_Elementary__When_it.png,a black and white photo of a building with a fire hydrant .
This_mansion_was_built_in_1887__as_you_can_see_it_.png,a large building with a clock on it
The_janitor_has_reported_seeing_the_ghost_of_Mr__H.png,a man standing in front of a mirror holding a camera .
Reports_of_footsteps_on_the_back_stairs__a_ball_of.png,a black and white photo of a living room .
Indian_Burial_Grounds___Near_the_Camp_Far_West_Lak.png,a woman sitting on a bench in the woods .
A_small__greenish_light_in_the_graveyard_can_be_se.png,a red fire hydrant sitting in the middle of a forest .
There_is_an_urban_legend_of_an_elderly_church_goin.png,a black and white photo of a clock tower .
this_used_to_be_a_movie_theater_and_was_burned_dow.png,a black and white photo of a building with a clock tower .
A_woman_was_killed_on_the_bottom_floor__You_can_he.png,a bathroom with a sink and a mirror
Slaves_are_said_to_haunt_the_entire_forest_and_sur.png,a man riding a wave on top of a surfboard .
The_Theatre_next_to_the_school_is_haunted__when_yo.png,a black and white photo of a person standing in a doorway
This_Hotel_was_bought_in_1929_by_Ann_Eastman__She.png,a black and white photo of a brick building
a_girl_in_a_wedding_dress_can_be_scene_running_thr.png,a black and white photo of a bench in the woods .
stories_have_been_told_of_a_two_restless_ghosts_th.png,a black and white photo of a man in a mirror
The_shadow_of_a_man_walks_from_room_to_room__Also_.png,a black and white photo of a bedroom
It_s_believed_to_be_haunted_by_one_of_the_first_ow.png,a black and white photo of a man sitting on a toilet .
The_ghost_that_haunts_Hart_Theatre_is_called_Berth.png,a black and white photo of a man in a mirror
aka_Duck_Pond___Its_been_said_that_at_this_park_yo.png,a park with a bench and trees in the background .
haunted_by_many_ghosts_of_Civil_War__most_famous_i.png,a black and white photo of a man sitting on a motorcycle .
Several_employees_are_said_to_have_heard_strange_n.png,"a bathroom with a sink , toilet and shower ."
It_is_said_that_a_woman_and_her_newborn_baby_drove.png,a black and white photo of a park bench
Going_into_the_southwest_of_Leveen__where_the_Indi.png,a person standing on a bench near a tree
It_s_an_old_house_in_the_middle_of_nowhere__It_is.png,an old black and white photo of a church
Most_of_the_haunting_happen_in_the_bar_area_of_thi.png,a man sitting at a table in a restaurant .
Before_this_road_was_paved__local_people_would_obs.png,a black and white photo of a street sign
If_you_park_your_car_on_the_bridge__put_your_car_i.png,a car parked on the side of the road .
The_ghosts_of_a_phantom_bellboy_and_a_female_ghost.png,a man and a woman standing next to each other .
This_was_the_railroad_from_Cordova_to_the_Kennicot.png,a train traveling down tracks next to a forest .
There_are_reports_of_an_apparition_of_a_woman_bein.png,a train traveling down train tracks next to a forest .
People_have_heard_the_sounds_of_a_basketball_dribb.png,a clock tower in the middle of a city .
You_walk_in_and_you_come_to_the_second_section_of.png,a park bench sitting in the middle of a park .
Library_and_Library_basement___Inside_the_actual_l.png,a black and white photo of a train station .
Just_one_block_north_of_the_Mission_Inn_at_3563_Ma.png,a group of people standing next to a building .
The_store_at_36th_and_MacArthur_is_haunted_in_the.png,a black and white photo of a restaurant .
Rumor_has_it_that_the_ghost_of_a_girl_named_Lizzy.png,a black and white photo of a kitchen .
Strange_noises__a_baby_crying__and_a_girl_screamin.png,a black and white photo of a person on a laptop .
staff_and_residents_claim_to_have_seen_apparitions.png,a bathroom with a mirror and a sink
A_hospital_for_the_mentally_disturbed__Opened_in_t.png,a black and white photo of a kitchen with a window
Many_people_say_that_they_hear_strange_noises_in_t.png,an old church with a clock tower in the background .
Formerly_listed_as_Sacred_Heart_Cemetery___growlin.png,a group of people standing next to each other in a field .
Staff_of_Save_Mart_Supermarkets_in_Chowchilla_Cali.png,a store filled with lots of different types of produce .
The_Justice_Building_in_Medford_Oregon__located_do.png,a tall building with a clock on it
Todds_farm___dates_back_before_the_war_of_1812__Th.png,a black and white photo of a barn in a field .
NO_TRESSPASSING____A_very_dangerous_cemetery__Ther.png,a book sitting on top of a wooden table .
This_particular_road_is_supposedly_extremely_haunt.png,a group of people walking down a rain soaked street .
This_Victorian_era_hotel_is_the_home_of_a_ghost_th.png,a building with a clock on the side of it
There_was_recently_a_video_made_that_was_aired_on.png,a black and white photo of a vase with flowers .
It_is_said_that_when_the_Dimond_center_was_first_b.png,a row of wooden park benches sitting next to each other .
Hallways____numerous_sightings_of_vanishing_guests.png,a room filled with lots of wooden furniture .
This_home_used_to_be_owned_by_actress_Jane_Morgan_.png,a large building with a clock tower in the middle of it .
ghost_of_Senator_Broderick_pacing_back_and_forth_.png,a couple of men standing next to each other .
C_Hall___There_is_a_hall_named_C_Hall_in_the_schoo.png,a view of a kitchen from the ceiling .
suicide_in_balcony_seats___energy_from_suicide_sea.png,a view of a kitchen with a stove and oven .
You_can_see_a_little_girl_dressed_in_old_fashioned.png,a man sitting on a bench in front of a building .
a_male_ghost__dressed_in_Civil_War_attire_guards_t.png,a black and white photo of a man in a suit
SOAARR_is_an_abandoned_rehabilitation_camp_for_tee.png,a black and white photo of a brick building
When_you_go_here_at_night_between_7PM_and_12AM__ro.png,a bunch of doughnuts sitting on a table .
A_ghost_has_been_seen_by_the_workers_.png,a black and white photo of a man in a suit
Auditorium___It_is_said_that_the_Ghost_of_Lilian_N.png,a large clock mounted to the side of a building .
The_Belmont_house_was_built_in_1738__and_there_is.png,a white house with a red fire hydrant in front of it .
White_and_green_abandoned_house_covered_with_weeds.png,a building with a clock on the side of it .
The_old_area_part_of_the_town_is_known_as_front_st.png,a black and white photo of a building
at_night_the_employees_would_be_spooked_by_voices.png,a room with a bed and a table in it
Reports_of_the_apparition_of_a_girl_in_white_.png,a black and white photo of a group of people
This_part_of_the_interstate_was_built_on_an_Indian.png,a train traveling over a bridge over a river .
Anchorage_s_oldest_hotel_is_haunted_by_many_things.png,a building with a clock on the side of it
There_have_been_rumors_of_spirit_visions_in_the_ma.png,a black and white photo of a kitchen with a window
Foxcroft_cemetery___Stories_passed_down_over_the_y.png,a group of people standing in front of a fence .
In_the_auditorium_of_the_high_school__strange_nois.png,a black and white photo of a living room
Old_night_club_that_has_been_reopened_after_many_y.png,a black and white photo of a bathroom
Man_dresses_in_all_black_with_a_pale_white_face_se.png,a man is standing in the rain with an umbrella .
For_years_many_people_have_seen_the_ghost_of_Angel.png,a black and white photo of a horse drawn carriage .
There_is_a_young_girl_dressed_in_prairie_clothes_.png,a small house with a house in the background .
Santa_Margarita_River_Bridge___Many_Stories_haunt.png,a bridge over a river with a bridge in the background .
In_the_boys_locker_room__showers_sometimes_turn_of.png,a black and white photo of a person on a laptop .
this_is_a_very_old_hotel_and_it_is_said_that_Elvis.png,a black and white photo of a brick building
It_was_a_resort_built_in_1907_considered_the__mayo.png,a city street filled with lots of traffic .
A_former_worker_reports_boxes_moving_on_their_own.png,a kitchen with a refrigerator and a sink
in_the_lunch_are_restrooms_in_the_second_floor_whe.png,a bathroom with a toilet and a sink
_on_second_and_Duarte__Men_s_restroom_said_to_be_h.png,a bathroom with a shower and a toilet .
There_are_two_black_iron_gates_standing_along_the.png,a black and white photo of a person on a bench .
Ghosts_of_soldiers_who_fought_in_the_Civil_War_can.png,a black and white photo of a fire hydrant .
Some_of_the_stock_crew_has_reported_an_strange_fee.png,a woman standing in front of a refrigerator .
Examples_of_occurrences_are_strange_noises__scream.png,a black and white photo of a kitchen .
several_reports_of_screams_and_cries_being_heard_f.png,a train traveling over a bridge over a river .
This_structure_originally_housed_the_old_location.png,a large building with a clock on it .
people_have_claimed_to_here_foot_steps_walk_back_i.png,a man standing in a doorway in a bathroom .
There_have_been_numerous_accounts_from_employees_a.png,a black and white photo of a train station .
It_is_said_that_if_you_drive_along_this_road_after.png,a stop sign on a street with cars in the background .
The_Belle_Isle_Station_was_demolished_in_1999_to_b.png,a black and white photo of a train
This_80_year_old_golf_club_has_many_elderly_member.png,a black and white photo of a kitchen .
There_was_a_ten_year_old_boy_who_got_locked_in_the.png,a black and white photo of a bathroom .
The_principal_passed_away_in_the_school__and_ever.png,a room with a bed and a television .
After_an_employee_named_Rudy_died_during_his_shift.png,a black and white photo of a kitchen .
This_used_to_be_a_hospital_for_TB_patients__Severa.png,a room with a fire place and a fire place .
In_Nyman_Hall_you_sometimes_see_an_old_woman_in_bl.png,a bathroom with a toilet and a sink
Shadows_on_the_wall__footsteps__a_woman_and_a_chil.png,a black and white photo of a person standing in front of a mirror .
In_1946__a_student_fell_from_a_catwalk_to_his_deat.png,a black and white photo of a person holding a camera
Some_disturbing_reports_of_sightings_on_the_Road_a.png,a black and white photo of a fire hydrant
This_road_is_haunted_by_the_Quimby_Jogger__He_is_s.png,a person riding a bike through a forest .
Old_abandoned_hospital_across_from_Hollenbeck_park.png,a building with a clock on the top of it .
The_theater_is_haunted_by_two_ghosts__One_is_an_ol.png,a black and white photo of a man sitting on a bench .
Haunted_by_a_confederate_soldier_.png,a black and white photo of a man in a suit and tie
There_are_various_types_of_encounters__Some_are_co.png,a black and white photo of a fire hydrant
Nesbits__Campground____Located_on_Mckelups_Road_an.png,a house that has a house in the background .
The_ghost_of_a_bearded_man_wearing_a_top_hat_has_b.png,a tall building with a clock on it
a_bunch_of_kids_were_playing_chicken_in_front_of_a.png,a black and white photo of a person walking with an umbrella
This_building_was_an_old_Ursuline_Convent_that_was.png,a man standing in front of a tall building .
This_used_to_be_a_Monastery_for_monks__There_is_a.png,a black and white photo of an old church .
The_nursery____It_is_said_that_a_young_girl__Alice.png,a bathroom with a toilet and a sink
Strange_things_are_always_happening__On_the_fourth.png,a black and white photo of a train
Screams__cries__and_voices_can_be_heard__Apparitio.png,a man in a suit and tie holding a cell phone .
This_park_was_once_a_Civil_War_prison_camp_named_C.png,a red fire hydrant sitting in the middle of a field .
IN_the_auditorium_you_can_see_a_man_in_a_white_pen.png,a black and white photo of a man and a woman
Has_recently_been_purchased_by_a_new_owner___Betwe.png,a black and white photo of a person on a skateboard .
teachers___students_have_reported_to_see_a_dead_gi.png,a black and white photo of a bathroom .
There_are_reports_of_a_tall_ghost_of_a_man_standin.png,a black and white photo of a living room .
A_long_time_ago_there_was_the_conductor_of_the_tra.png,a black and white photo of a city street
In_the_old_part_of_the_school_by_the_gym_at_night.png,a black and white photo of a bench in a room .
Used_to_be_a_dude_ranch__The_stable_boy_went_insan.png,a black and white photo of a barn in a field .
North_of_Portland____There_is_said_to_be_the_ghost.png,an old black and white photo of a house
Sometimes__when_all_workers_leave__cans_of_food_co.png,a woman sitting on a bench in a room .
Sightings_of_an_old_humped_over_man_in_a_brown_tre.png,a black and white photo of a man in a suit
There_are_things_that_happen_without_explanation_.png,a dining room with tables and chairs and tables .
233_E__Huntington___George_Woolf__also_known_as__T.png,a black and white photo of a man on a horse
If_you_go_late_at_night_and_are_driving_out_of_the.png,a giraffe standing next to a tree in a park .
Students_have_reported_that_during_school_events_.png,a man standing in a room with a skateboard .
According_to_the_previous_owners__there_were_at_le.png,a black and white photo of a living room .
You_can_hear_screams_at_night__children_crying__an.png,an old building with a clock tower in the background .
Many_employees_have_reported_seeing_a__lady_in_a_w.png,a woman holding a kite in a field .
Janitors_claim_to_see_children_running_throw_the_h.png,a room filled with lots of wooden furniture .
General_Cinema_Theater_I____It_is_no_longer_used_.png,a black and white photo of a kitchen with a window
According_to_legend_back_in_the_1950_s_5_young_hig.png,a black and white photo of a old building
doors_open_and_close_and_if_you_come_12_00pm_you_c.png,a black and white photo of a bedroom .
It_s_said_that_in_Glen_Helen_by_the_rail_road_trac.png,a black and white photo of a train on tracks .
An_older_man_and_a_young_pregnant_woman_in_20s_clo.png,a couple of people are sitting on a bench
Kate_Morgan_reportedly_killed_herself__Her_body_wa.png,a black and white photo of a living room
This_is_an_old_road_that_is_on_the_outskirts_of_to.png,a train traveling down train tracks next to a forest .
the_elevators__operate_by_themselves____there_are.png,a black and white photo of a bathroom
Years_and_years_ago_it_burned_down__They_rebuilt_i.png,a black and white photo of a bedroom .
There_is_a_room_in_this_castle_that_is_haunted_in.png,a living room with a couch and a table
The_Cold_spots_near_the_senior_patio__In_the_Yearb.png,a black and white photo of a man and a woman
The_school_used_to_have_a_pool__but_someone_drowne.png,a black and white photo of a train station .
It_is_history_that_the_town_sweetheart_was_murdere.png,an old photo of a park with benches
Room_217____Several_tries_more_than_necessary_to_t.png,a person laying on a bed with a remote .
Reports_of_parties_on_the_second_floor__especially.png,a black and white photo of a man and a woman
At_night_after_the_park_is_closed__workers_have_se.png,a red and white train traveling over a bridge .
Restaurant_was_once_an_old_home__It_is_said_to_be.png,a living room filled with furniture and a fire place .
Years_ago__at_the_house_across_from_the_bridge__a.png,a boat traveling down a river next to a forest .
Witnesses_have_seen_a_shape_of_a_man_run_across_th.png,a black and white photo of a fire hydrant
Tucker_Coliseum_A_basketball_player_was_killed_in.png,a person standing in front of a building holding a kite .
There_are_two_predominate_places_within_the_prison.png,a bathroom with a toilet and a sink
Also_known_as_Sparky_s_Graveyard___Balls_of_light.png,a couple of toilets sitting next to each other .
The_owners_died_in_the_house_on_Oct_31_in_the_1700.png,a black and white photo of a brick building
